Link,Date Uploaded,Price,Make,Model,Trim,Trim Level,Year,Mileage (km),Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,Date Sold,Engine Size,Horsepower
https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway-2015-signature-model/37972536,2024-09-21,6950,Dacia,Sandero Stepway,STEPWAY SIGNATURE,Luxury Trim,2015,184000.0,Diesel,Manual,Hatchback,,,,5,4,White,,,,,,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-2010/36686506,2024-09-21,6750,Mercedes-Benz,E-Class,,,2010,386677.0,Diesel,Automatic,Saloon,,,,5,4,Silver,,,,,,,
https://www.donedeal.ie/cars-for-sale/toyota-auris-2007-1-4-new-15-month-nct/37799520,2024-09-21,2750,Toyota,Auris,,,2007,320258.0,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/fiat-punto-07-new-nct-low-milage/35778640,2024-09-21,3200,Fiat,Punto,,,2007,168000.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.2 L,
https://www.donedeal.ie/cars-for-sale/fiat-panda-1-2-petrol-new-nct/34867838,2024-09-21,4200,Fiat,Panda,Active,Medium Trim,2012,170590.0,Petrol,Manual,Hatchback,,,,5,5,Red,,,,,,1.2 L,69 hp
https://www.donedeal.ie/cars-for-sale/2013-renault-clio-petrol/37890923?campaign=3,2024-09-21,7950,Renault,Clio,DYNAMIQUE,Medium Trim,2013,133575.0,Petrol,Manual,Hatchback,,,,5,4,Black,,,,,,,
https://www.donedeal.ie/cars-for-sale/bmw-320d-automatic-touring/37730904?campaign=3,2024-09-21,4950,BMW,3-Series,,,2010,354054.0,Diesel,---,Estate,,,,5,5,Grey,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/vauxhall-corsa-2011/37745514,2024-09-21,1999,Vauxhall,Corsa,---,---,2011,,Petrol,---,Hatchback,,,,5,5,Silver,,,,,,1.2 L,
https://www.donedeal.ie/cars-for-sale/2010-ford-fiesta-edge-1-2-petrol-new-nct/37972360,2024-09-21,4795,Ford,Fiesta,,,2010,192518.0,Petrol,Unknown,Hatchback,,,,5,5,Silver,,,,,,,
https://www.donedeal.ie/cars-for-sale/141-volvo-v40-r-design-new-nct-today/37962413,2024-09-21,5950,Volvo,V40,R-Design,Sports Trim,2014,257.0,Diesel,Manual,Hatchback,,,,5,5,Blue,,,,,,2.0 L,150 hp
https://www.donedeal.ie/cars-for-sale/toyota-yaris/37972340,2024-09-21,2600,Toyota,Yaris,,,2007,,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,2024-09-27,1.0 L,
https://www.donedeal.ie/cars-for-sale/2008-ford-fiesta-1-2-petrol-nct-march-2025/37969975,2024-09-21,1550,Ford,Fiesta,,,2008,211000.0,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,2024-09-21,1.2 L,
https://www.donedeal.ie/cars-for-sale/2012-hyundai-i30-1-4-diesel-nct-untill-15-08-2025/37803933,2024-09-21,4975,Hyundai,i30,Elite Plus,Luxury Trim,2012,206845.0,Diesel,Manual,MPV,,,,5,4,Silver,,,,,,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/lexus-cs-300-v6-4dr-auto-2005/37972313,2024-09-21,1250,Lexus,GS,,,2005,235000.0,Petrol,Automatic,Saloon,,,,5,4,Green,,,,,2024-09-22,3.0 L,
https://www.donedeal.ie/cars-for-sale/jaguar-xf-2016-read-add/37916563,2024-09-21,6250,Jaguar,XF,Prestige,Medium Trim,2016,185074.0,Diesel,Automatic,Saloon,,,,5,4,White,,,,,,2.0 L,180 hp
https://www.donedeal.ie/cars-for-sale/ford-focus/37861630,2024-09-21,4700,Ford,Focus,Zetec,Sports Trim,2012,,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,,1.6 L,95 hp
https://www.donedeal.ie/cars-for-sale/2010-nissan-qashqai/37746697,2024-09-21,2900,Nissan,Qashqai,,,2010,249447.0,Diesel,---,Hatchback,,,,5,---,Black,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/insignia-2-0-cdti-160ps/37972244,2024-09-21,1600,Vauxhall,Insignia,,,2010,336000.0,Diesel,---,Hatchback,,,,5,---,Silver,,,,,2024-09-22,2.0 L,
https://www.donedeal.ie/cars-for-sale/2013-ford-focus-1-6tdi-new-nct/37972234,2024-09-21,3500,Ford,Focus,---,---,2013,,Diesel,Manual,Hatchback,,,,---,5,Red,,,,,2024-09-23,1.6 L,
https://www.donedeal.ie/cars-for-sale/2013-nissan-note-1-2-auto-new-nct-09-25/37972223,2024-09-21,3999,Nissan,Note,SV,Medium Trim,2013,200.0,Petrol,Automatic,MPV,,,,5,5,White,,,,,2024-09-22,1.2 L,98 hp
https://www.donedeal.ie/cars-for-sale/06-alfa-romeo-brero-coupe-nct-07-25/37972221,2024-09-21,6995,Alfa Romeo,Brera,,,2006,127623.0,Petrol,Manual,Coupe,,,,4,2,Grey,,,,,,2.2 L,
https://www.donedeal.ie/cars-for-sale/142-insignia/37972209,2024-09-21,3500,Opel,Insignia,S,Base Trim,2014,,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/toyota-corolla-1-4-d4d-2005/37804583,2024-09-21,2200,Toyota,Corolla,,,2005,362101.0,Diesel,---,Hatchback,,,,5,---,Silver,,,,,2024-09-25,1.4 L,
https://www.donedeal.ie/cars-for-sale/2012-mk6-jetta/37746667,2024-09-21,6600,Volkswagen,Jetta,TRENDLINE,Base Trim,2012,240000.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/2010-citroen-picasso-7-seat-dsl/37972201,2024-09-21,2250,Citroen,Grand Picasso,,,2010,205995.0,Diesel,Manual,SUV,,,,7,5,Brown,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/jeep-cherokee-2010/37746427,2024-09-21,4995,Jeep,Cherokee,,,2010,,Diesel,Automatic,SUV,,,,5,5,Silver,,,,,,3.0 L,
https://www.donedeal.ie/cars-for-sale/nissan-juke-2012/36326008,2024-09-21,5300,Nissan,Juke,SV,Medium Trim,2012,205995.0,Diesel,Manual,SUV,,,,5,5,Red,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/mazda-mazda5-1-6-diesel-7-seats/37972188,2024-09-21,5950,Mazda,Mazda5,Sport,Sports Trim,2014,150473.0,Diesel,Manual,MPV,,,,7,5,White,,,,,2024-09-23,1.6 L,115 hp
https://www.donedeal.ie/cars-for-sale/citreon-c5-estate/37485192?campaign=3,2024-09-21,2600,Citroen,C5,Exclusive,Luxury Trim,2011,270000.0,Diesel,Manual,Estate,,,,5,4,Silver,,,,,,2.0 L,160 hp
https://www.donedeal.ie/cars-for-sale/2011-nissan-note-diesel/37972171,2024-09-21,2350,Nissan,Note,Elite,Base Trim,2011,354054.0,Diesel,Manual,MPV,,,,5,5,Black,,,,,,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/01-vw-golf-cabrio-sale-price-2950/37809240,2024-09-21,2950,Volkswagen,Golf,,,2001,159485.0,Petrol,Manual,Convertible,,,,5,3,Blue,,,,,2024-09-22,1.8 L,
https://www.donedeal.ie/cars-for-sale/vw-passat-highline-leather-nct/37972157,2024-09-21,3900,Volkswagen,Passat,,,2010,370148.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/nissan-quashqai2/37536506,2024-09-21,5800,Nissan,Qashqai+2,SVE,Medium Trim,2012,280.0,Diesel,Manual,MPV,,,,7,4,Black,,,,,,1.6 L,130 hp
https://www.donedeal.ie/cars-for-sale/kia-sportage-2011/37804483,2024-09-21,5500,Kia,Sportage,GSE,Medium Trim,2011,318649.0,Diesel,Manual,SUV,,,,5,4,Silver,,,,,,1.7 L,115 hp
https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-petrol-tax-nct/37972135,2024-09-21,1950,Audi,A3,,,2004,262185.0,Petrol,Manual,Hatchback,,,,5,3,Blue,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/opel-corsa-1-2-excite-2014-only-109000/37916395,2024-09-21,5400,Opel,Corsa,Excite,Medium Trim,2014,109000.0,Petrol,Manual,Hatchback,,,,5,4,Blue,,,,,,1.2 L,85 hp
https://www.donedeal.ie/cars-for-sale/passat-bluemotion/37947211,2024-09-21,3250,Volkswagen,Passat,,,2010,265199.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-45l-2010/37746562,2024-09-21,3900,Volkswagen,Golf,,,2010,261182.0,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/ford-fiesta/37916384,2024-09-21,3750,Ford,Fiesta,,,2009,270.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,,1.2 L,
https://www.donedeal.ie/cars-for-sale/2014volvo-s60-1-6-dsl-d2-se-price-drop/37038323,2024-09-21,5950,Volvo,S60,SE,Medium Trim,2014,239000.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,1.6 L,114 hp
https://www.donedeal.ie/cars-for-sale/vw-passat-2-0tdi-bluemotion-2013/37972112,2024-09-21,4999,Volkswagen,Passat,COMFORTLINE,Medium Trim,2013,273587.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,2024-09-21,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2009-long-nct-10-2025/37861497,2024-09-21,2000,Nissan,Qashqai,,,2009,275000.0,Petrol,Manual,Hatchback,,,,5,5,Black,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/2300-subaru-forester-2008/37972103,2024-09-21,2000,Subaru,Forester,,,2008,241000.0,Petrol,Automatic,SUV,,,,5,5,Grey,,,,,,,
https://www.donedeal.ie/cars-for-sale/nissan-tiida/37971703,2024-09-21,2250,Nissan,Tiida,,,2010,223698.0,Diesel,Manual,Saloon,,,,5,4,Red,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/2012-bmw-316d-sport/37916362,2024-09-21,6500,BMW,3-Series,SPORT,Medium Trim,2012,279903.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.0 L,116 hp
https://www.donedeal.ie/cars-for-sale/2013-nissan-qashqai/37340423,2024-09-21,6195,Nissan,Qashqai,XE,Base Trim,2013,182555.0,Diesel,Manual,MPV,,,,5,4,Brown,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/2013-citroen-c3-1-1-petrol-5dr-price-drop/37677990,2024-09-21,3950,Citroen,C3,VT,Base Trim,2013,204000.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.1 L,60 hp
https://www.donedeal.ie/cars-for-sale/2013-nissan-march-micra-1-2-auto-petrol/37758667,2024-09-21,5950,Nissan,March,-,Base Trim,2013,91000.0,Petrol,Automatic,Hatchback,,,,5,5,Purple,,,,,,1.2 L,80 hp
https://www.donedeal.ie/cars-for-sale/nissan-almera-2007/37864072,2024-09-21,1950,Nissan,Almera,,,2007,94768.0,Petrol,Manual,Saloon,,,,4,4,Blue,,,,,,,
https://www.donedeal.ie/cars-for-sale/2014-opel-insignia-140bhp-main-dealer-history/37171125,2024-09-21,5850,Opel,Insignia,SC,Medium Trim,2014,237000.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/e90-n47-d-exclusive-edition/37972081,2024-09-21,6500,BMW,3-Series,EXCLUSIVE EDITION,Medium Trim,2012,262000.0,Diesel,Manual,Saloon,,,,5,4,Blue,,,,,,,
https://www.donedeal.ie/cars-for-sale/2014-mazda-cx5-taxed-08-25-nct-10-25/37875704,2024-09-21,6000,Mazda,CX-5,EXECUTIVE,Base Trim,2014,246229.0,Diesel,Manual,SUV,,,,5,5,Grey,,,,,2024-09-27,2.2 L,150 hp
https://www.donedeal.ie/cars-for-sale/citroen-c5-2012-nct-02-25-tax09-24-clean-car/37972060,2024-09-21,3295,Citroen,C5,VTR+ NAV,Medium Trim,2012,233354.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,1.6 L,110 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2011-1-2/37972058,2024-09-21,4995,Volkswagen,Polo,TRENDLINE,Base Trim,2011,275000.0,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,,,
https://www.donedeal.ie/cars-for-sale/2014-142-opel-corsa-1-2-ld-69k-n-06-25-t-06-25/37972046,2024-09-21,7995,Vauxhall,Corsa,---,---,2014,111044.0,Petrol,---,Hatchback,,,,5,---,Red,,,,,,1.2 L,
https://www.donedeal.ie/cars-for-sale/car/37972044,2024-09-21,1799,Audi,A3,,,2005,93000.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,2024-09-25,1.6 L,
https://www.donedeal.ie/cars-for-sale/skoda-superb-1-6-tdi-se-greenline-ii/37565202,2024-09-21,5950,Skoda,Superb,ACTIVE,Medium Trim,2012,309635.0,Diesel,Manual,Hatchback,,,,5,5,White,,,,,,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/skoda-rapid-2015/37971970,2024-09-21,7800,Skoda,Rapid,Active,Base Trim,2015,,Petrol,Manual,Saloon,,,,5,4,Grey,,,,,,1.2 L,75 hp
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2010-auto-1-3-low-28k-ml-irish-car/37139977,2024-09-21,5999,Toyota,Yaris,,,2010,45061.0,Petrol,Automatic,Hatchback,,,,5,5,Silver,,,,,,1.3 L,
https://www.donedeal.ie/cars-for-sale/volkswagen-passat/37804395,2024-09-21,3000,Volkswagen,Passat,,,2009,156105.0,Petrol,Manual,Saloon,,,,5,4,Blue,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/honda-accord-2008/37778750,2024-09-21,2500,Honda,Accord,,,2008,,Diesel,---,Saloon,,,,5,---,Silver,,,,,,2.2 L,
https://www.donedeal.ie/cars-for-sale/mercedes-benz-s-class-2008/37972020,2024-09-21,4950,Mercedes-Benz,S-Class,,,2008,227000.0,Diesel,Automatic,Saloon,,,,5,4,Grey,,,,,,3.0 L,
https://www.donedeal.ie/cars-for-sale/nissan-march-2013/37972015,2024-09-21,6250,Nissan,March,-,Base Trim,2013,90102.0,Petrol,Automatic,Hatchback,,,,5,5,Silver,,,,,,1.2 L,80 hp
https://www.donedeal.ie/cars-for-sale/mazda-mazda6-2013/37971999,2024-09-21,5250,Mazda,Mazda6,SPORT,Sports Trim,2013,178636.0,Diesel,Manual,Saloon,,,,5,4,Blue,,,,,,2.2 L,150 hp
https://www.donedeal.ie/cars-for-sale/3000-honda-stepwagon-rg1-automatic/37972003,2024-09-21,2000,Honda,Stepwagon,,,2006,243000.0,Petrol,Automatic,MPV,,,,8,5,Grey,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/151-volkswagen-jetta-immaculate-condition/37919433,2024-09-21,7800,Volkswagen,Jetta,COMFORTLINE,Medium Trim,2015,283100.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.0 L,110 hp
https://www.donedeal.ie/cars-for-sale/2010-volkswagen-passat/37861343,2024-09-21,2500,Volkswagen,Passat,,,2010,245722.0,Diesel,---,Saloon,,,,5,---,Silver,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2014/37880501,2024-09-21,7500,Volkswagen,Polo,-,Base Trim,2014,170000.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.2 L,60 hp
https://www.donedeal.ie/cars-for-sale/2010-renault-fluence-245-000km-pass-nct-04-09-24/37746362,2024-09-21,2750,Renault,Fluence,,,2010,245000.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/audi-a4/37971945,2024-09-21,4250,Audi,A4,,,2010,394379.0,Diesel,---,Saloon,,,,5,---,Grey,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/bmw-5-series-2008/37971950,2024-09-21,2200,BMW,5-Series,,,2008,466708.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/peugeot-308-1-6l-diesel/37946536,2024-09-21,4000,Peugeot,308,ACCESS,Base Trim,2013,155000.0,Diesel,Manual,MPV,,,,5,4,Blue,,,,,2024-09-21,1.6 L,92 hp
https://www.donedeal.ie/cars-for-sale/2006-audi-a3-low-mileage-and-2025-nct/37916182,2024-09-21,1250,Audi,A3,,,2006,212000.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,2024-09-21,1.6 L,
https://www.donedeal.ie/cars-for-sale/ford-ka/37971925,2024-09-21,4950,Ford,KA,Edge,Base Trim,2013,125856.0,Petrol,Manual,Hatchback,,,,4,2,Red,,,,,,1.2 L,69 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-1-6-tdci-titanium-/36150793,2024-09-21,7995,Ford,Focus,TITANIUM,Luxury Trim,2014,224000.0,Diesel,Manual,Hatchback,,,,5,4,Black,,,,,,1.6 L,95 hp
https://www.donedeal.ie/cars-for-sale/ford-s-max-2012-taxed-and-tested/37916178,2024-09-21,4750,Ford,S-Max,Titanium,Luxury Trim,2012,274085.0,Diesel,Manual,MPV,,,,7,5,Black,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2-0-tdi-2008-nct-03-25/37861319,2024-09-21,2000,Volkswagen,Passat,COMFORTLINE,Medium Trim,2012,394.0,Diesel,Manual,Estate,,,,5,4,Grey,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/2012-hyundai-ix35-1-7-diesel-executive-2wd-115hp/37678958,2024-09-21,5995,Hyundai,ix35,Executive,Medium Trim,2012,221819.0,Diesel,Manual,SUV,,,,5,5,Grey,,,,,,,
https://www.donedeal.ie/cars-for-sale/2014-fiat-punto-easy-1-2-petrol-69bhp/37499114,2024-09-21,6495,Fiat,Punto,Easy,Luxury Trim,2014,133132.0,Petrol,Manual,Hatchback,,,,5,4,Red,,,,,,,
https://www.donedeal.ie/cars-for-sale/2013-renault-grand-megane-dynamique-1-5-dci-90hp/36956180,2024-09-21,5495,Renault,Grand Megane,DYNAMIQUE,Medium Trim,2013,206271.0,Diesel,Manual,Estate,,,,5,4,Gold,,,,,,,
https://www.donedeal.ie/cars-for-sale/2012-ford-grand-c-max-zetec-1-6-td-95hp-tdci/35864217,2024-09-21,5995,Ford,Grand C-Max,ACTIV,---,2012,242000.0,Diesel,Manual,MPV,,,,7,5,Brown,,,,,,,
https://www.donedeal.ie/cars-for-sale/2008-honda-civic-1-3-hybrid-automatic/37963719?campaign=3,2024-09-21,2600,Honda,Civic,,,2008,157000.0,Petrol Hybrid,---,Saloon,,,,5,---,Grey,,,,,,1.3 L,
https://www.donedeal.ie/cars-for-sale/2015-renault-clio/37917333?campaign=3,2024-09-21,6950,Renault,Clio,DYNAMIQUE NAV,Medium Trim,2015,108895.0,Petrol,Manual,Hatchback,,,,5,5,White,,,,,,1.1 L,75 hp
https://www.donedeal.ie/cars-for-sale/manual-gearbox-fiat-ducato-1-9-td-2he88/37971873,2024-09-21,1100,Other,Other,,,1999,,Diesel,---,Motor Caravan,,,,2,---,White,,,,,,,
https://www.donedeal.ie/cars-for-sale/audi-a6-2015/37861308,2024-09-21,7750,Audi,A6,SE,Base Trim,2015,408772.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,2.0 L,150 hp
https://www.donedeal.ie/cars-for-sale/toyota-vits-yaris-1-0-5dr-automatic/37966588,2024-09-21,1750,Toyota,Yaris,,,1999,243000.0,Petrol,Automatic,Hatchback,,,,5,5,White,,,,,,1.0 L,
https://www.donedeal.ie/cars-for-sale/bmw-325i-convertible/37971892,2024-09-21,6999,BMW,3-Series,,,2007,182000.0,Petrol,Manual,Convertible,,,,4,2,Black,,,,,,3.0 L,
https://www.donedeal.ie/cars-for-sale/2023-volvo-v70-estate-diesel/37916147,2024-09-21,4950,Volvo,V70,SE,Medium Trim,2013,273587.0,Diesel,Manual,Estate,,,,5,5,Silver,,,,,,2.0 L,136 hp
https://www.donedeal.ie/cars-for-sale/peugeot-508-2011-diesel-fsh/37971889,2024-09-21,4995,Peugeot,508,ACTIVE,Medium Trim,2011,189921.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,1.6 L,112 hp
https://www.donedeal.ie/cars-for-sale/audi-a4-se/37653340,2024-09-21,6790,Audi,A4,-,Base Trim,2013,325387.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.0 L,136 hp
https://www.donedeal.ie/cars-for-sale/ford-c-max-2014-active-1-6tdci/37707033,2024-09-21,6995,Ford,C-Max,ACTIV,Base Trim,2014,196339.0,Diesel,Manual,MPV,,,,5,5,Blue,,,,,,1.6 L,95 hp
https://www.donedeal.ie/cars-for-sale/peugeot-207-hdi-2010-cc-hard-top-cabrio/37384208,2024-09-21,4495,Peugeot,207,,,2010,194000.0,Diesel,Unknown,Convertible,,,,5,2,Grey,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/honda-accord-2011/37971861,2024-09-21,5500,Honda,Accord,EX,Medium Trim,2011,377428.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.2 L,150 hp
https://www.donedeal.ie/cars-for-sale/volvo-v60/37971858,2024-09-21,3500,Volvo,V60,---,---,2011,163000.0,Diesel,Manual,Estate,,,,5,5,White,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/puegeot-2008-active-1-6-blue-hdi-2016/37946864,2024-09-21,7950,Peugeot,2008,Active,Medium Trim,2016,159535.0,Diesel,Manual,SUV,,,,5,4,Red,,,,,,1.6 L,75 hp
https://www.donedeal.ie/cars-for-sale/opel-meriva-2014/37473258,2024-09-21,3400,Opel,Meriva,SE,Luxury Trim,2014,182000.0,Diesel,Manual,MPV,,,,5,5,Black,,,,,,1.7 L,130 hp
https://www.donedeal.ie/cars-for-sale/mk6-09-gti-golf-quick-sale/37971836,2024-09-21,7500,Volkswagen,Golf,,,2009,177994.0,Petrol,Manual,Hatchback,,,,5,3,Red,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/2009-ford-focus-1-6-petrol-zetec-model/37859288,2024-09-21,2400,Ford,Focus,,,2009,276806.0,Petrol,---,Hatchback,,,,5,---,Grey,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/2014-ford-fiesta-zetec-1-0/37971831,2024-09-21,7950,Ford,Fiesta,Zetec,Medium Trim,2014,164886.0,Petrol,Manual,Hatchback,,,,5,4,Silver,,,,,,1.0 L,65 hp
https://www.donedeal.ie/cars-for-sale/renault-scenic-2015/37801225,2024-09-21,6700,Renault,Scenic,XMOD DYNAMIQUE,Medium Trim,2015,181000.0,Diesel,Manual,MPV,,,,5,4,Red,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/honda-civic-1-4-petrol-5-door-se/37338208,2024-09-21,3450,Honda,Civic,,,2008,277421.0,Petrol,Unknown,Hatchback,,,,5,5,Grey,,,,,,1.3 L,
https://www.donedeal.ie/cars-for-sale/opel-astra-1-3-diesel-sc-saloon/36995094,2024-09-21,6950,Opel,Astra,SC,Medium Trim,2013,211998.0,Diesel,Manual,Saloon,,,,5,4,Red,,,,,,1.2 L,95 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-6-tdi-bluemotion-5-door-match/36867714,2024-09-21,5950,Volkswagen,Golf,BLUEMOTION,Base Trim,2011,304845.0,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-1-6-tdci-style-5-door-new-nct/34462770,2024-09-21,3950,Ford,Focus,Style,Base Trim,2011,220202.0,Diesel,Manual,Hatchback,,,,5,5,Silver,,,,,,1.6 L,109 hp
https://www.donedeal.ie/cars-for-sale/nissan-note-2011-xe-1-4-petrol-5-door/34250023,2024-09-21,3950,Nissan,Note,SXE,---,2011,217160.0,Petrol,Manual,MPV,,,,5,5,Blue,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-2011-avantgarde-2-2-diesel/33740404,2024-09-21,6250,Mercedes-Benz,E-Class,Avantgarde,---,2011,397288.0,Diesel,Automatic,Saloon,,,,5,4,Black,,,,,,2.1 L,
https://www.donedeal.ie/cars-for-sale/renault-fluence-2012-dynamique-1-5-diesel-new-nct/33990266,2024-09-21,4950,Renault,Fluence,DYNAMIQUE,---,2012,294871.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/bmw-3-series-2012/37969590?campaign=3,2024-09-21,7950,BMW,3-Series,---,---,2012,288071.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,,,
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2-needs-work/37971377?campaign=3,2024-09-21,1250,Nissan,Qashqai+2,,,2010,368538.0,Diesel,Manual,Hatchback,,,,7,5,Black,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/audi-a4-2-0-tdi-120-bhp-se/34625129,2024-09-21,7950,Audi,A4,SE,Sports Trim,2014,303059.0,Diesel,Manual,Saloon,,,,5,4,Black,,,,,,2.0 L,120 hp
https://www.donedeal.ie/cars-for-sale/peugeot-207-2009-verv-3-door-petrol-low-mileage/33552589,2024-09-21,4950,Peugeot,207,,,2009,81141.0,Petrol,Manual,Hatchback,,,,5,3,Red,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/hyundai-i40-2012-1-7d-manual-premium-spec/37963075,2024-09-21,4200,Hyundai,i40,Premium,Luxury Trim,2012,248551.0,Diesel,Manual,Estate,,,,5,5,White,,,,,2024-09-22,1.7 L,136 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2011/37971802,2024-09-21,4250,Volkswagen,Passat,TRENDLINE,Base Trim,2011,217260.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2010/37804161,2024-09-21,6000,Toyota,Yaris,,,2010,24943.0,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,,1.0 L,
https://www.donedeal.ie/cars-for-sale/toyota-corolla-2007/37804158,2024-09-21,1850,Toyota,Corolla,,,2007,250000.0,Petrol,Manual,Estate/Jeep,,,,7,5,Silver,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/09-nissan-qashqai-nctd-01-25/37746159,2024-09-21,2950,Nissan,Qashqai,,,2009,241401.0,Diesel,---,Hatchback,,,,5,---,Silver,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/audi-a4-s-line-87000km/37928999,2024-09-21,7850,Audi,A4,,,2009,87000.0,Diesel,---,Saloon,,,,5,---,Black,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/2014-ford-s-max-new-n-c-t-just-passed-11-25/37804157,2024-09-21,5250,Ford,S-Max,-,Base Trim,2014,243010.0,Diesel,Manual,MPV,,,,7,5,Blue,,,,,,1.6 L,115 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-2009/37971762,2024-09-21,2250,Ford,Focus,,,2009,276625.0,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,2024-09-26,1.6 L,
