Link,Date Uploaded,Price,Make,Model,Trim,Trim Level,Year,Mileage (km),Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,Date Sold,Engine Size,Horsepower
https://www.donedeal.ie/cars-for-sale/hyundai-i10-87000-miles-2010-1-1/37933891,2024-09-17,2750,Hyundai,i10,,,2010,140012.0,Petrol,---,Hatchback,,,,5,5,Red,,,,,2024-09-21,1.1 L,
https://www.donedeal.ie/cars-for-sale/honda-fit-hybrid/37763814,2024-09-17,9500,Honda,Fit,---,---,2015,113000.0,Petrol Hybrid,Automatic,Hatchback,,,,5,5,White,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/2006-suzuki-swift-1-3l-petrol-new-nct-03-2025/37898667,2024-09-17,1995,Suzuki,Swift,,,2006,265541.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,2024-09-25,1.3 L,
https://www.donedeal.ie/cars-for-sale/sell-your-car-hassle-free/24849977,2024-09-17,9999,Ford,Fiesta,ZETEC,Medium Trim,2014,,Petrol,Manual,Hatchback,,,,5,4,---,,,,,,1.2 L,60 hp
https://www.donedeal.ie/cars-for-sale/2012-golf-match-1-6-tdi-new-nct/37909320,2024-09-17,5750,Volkswagen,Golf,---,---,2012,215.0,Diesel,---,Hatchback,,,,5,5,Black,,,,,2024-09-18,1.6 L,
https://www.donedeal.ie/cars-for-sale/car/37933860,2024-09-17,3800,Hyundai,i10,,,2010,123.0,Petrol,Manual,Hatchback,,,,5,5,Red,,,,,2024-09-25,1.2 L,
https://www.donedeal.ie/cars-for-sale/peugeot-206-2008/37933844,2024-09-17,2000,Peugeot,206,,,2008,144840.0,Petrol,---,Hatchback,,,,5,5,Blue,,,,,,,
https://www.donedeal.ie/cars-for-sale/hyundai-ix35-1-7-crdi-low-kms-2011/37902959,2024-09-17,4999,Hyundai,ix35,Sport,Luxury Trim,2011,219000.0,Diesel,Manual,SUV,,,,5,5,Blue,,,,,2024-09-22,1.7 L,115 hp
https://www.donedeal.ie/cars-for-sale/peugeot-208-1-2-petrol-low-kms-one-owner-2014/37885263,2024-09-17,5999,Peugeot,208,Active,Medium Trim,2014,160000.0,Petrol,Manual,Hatchback,,,,5,3,Silver,,,,,,1.2 L,82 hp
https://www.donedeal.ie/cars-for-sale/ford-mondeo-1-6-tdci-graphite-pack-2014/37185807,2024-09-17,5999,Ford,Mondeo,Graphite,Base Trim,2014,378000.0,Diesel,Manual,Saloon,,,,5,4,Blue,,,,,2024-09-22,1.6 L,115 hp
https://www.donedeal.ie/cars-for-sale/nissan-qashqai2-7-seater-4x4-2012/37036976,2024-09-17,5999,Nissan,Qashqai+2,SVE,Medium Trim,2012,317000.0,Diesel,Manual,MPV,,,,7,4,Red,,,,,,1.6 L,130 hp
https://www.donedeal.ie/cars-for-sale/2016-skoda-octavia-1-2-tsi/37933840,2024-09-17,8950,Skoda,Octavia,Active,Base Trim,2016,220000.0,Petrol,Manual,Saloon,,,,5,4,Blue,,,,,,1.2 L,86 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-estate-2013-nct-tax/37877893,2024-09-17,4499,Ford,Focus,EDGE,Medium Trim,2013,305546.0,Diesel,Manual,Estate,,,,5,5,White,,,,,,1.6 L,95 hp
https://www.donedeal.ie/cars-for-sale/car/37763882,2024-09-17,2050,Honda,Civic,,,2005,17000.0,Petrol Hybrid,---,Saloon,,,,5,---,Silver,,,,,,1.3 L,
https://www.donedeal.ie/cars-for-sale/2011-1-2-petrol-low-miles-new-nct/37933804,2024-09-17,6000,Volkswagen,Polo,---,---,2011,103000.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,,1.2 L,
https://www.donedeal.ie/cars-for-sale/2012-nissan-qashqai-2-n-tec-nct-02-25/37931761?campaign=3,2024-09-17,5000,Nissan,Qashqai+2,XE,Base Trim,2012,231051.0,Diesel,Manual,MPV,,,,7,5,Red,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/hyundai-110i-saloon-2015-for-sale/37792186?campaign=3,2024-09-17,4500,Hyundai,i10,Classic,Base Trim,2015,144840.0,Petrol,Manual,Hatchback,,,,5,5,Orange,,,,,,1.0 L,67 hp
https://www.donedeal.ie/cars-for-sale/opel-corsa-opc-1-2-diesel-with-new-nct/37741931,2024-09-17,6990,Opel,Corsa,S,Base Trim,2015,168400.0,Diesel,Manual,Hatchback,,,,5,3,White,,,,,,1.2 L,75 hp
https://www.donedeal.ie/cars-for-sale/hyundai-i30-crosswagon-elite-plus-4dr/36785332,2024-09-17,6500,Hyundai,i30,Elite Plus,Luxury Trim,2012,214999.0,Diesel,Manual,Estate,,,,5,4,Gold,,,,,2024-09-19,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2016-1-0-petrol-manual/37887824,2024-09-17,8500,Toyota,Yaris,Terra,Base Trim,2016,172000.0,Petrol,Manual,Hatchback,,,,5,4,Silver,,,,,,1.0 L,69 hp
https://www.donedeal.ie/cars-for-sale/audi-a3/37284831,2024-09-17,2150,Audi,A3,,,2010,145000.0,Petrol,Manual,Hatchback,,,,5,3,Black,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/audi-a1-1-4-tfsi-se/36194987,2024-09-17,9950,Audi,A1,-,Base Trim,2012,97999.0,Petrol,Automatic,Hatchback,,,,4,3,Brown,,,,,2024-09-23,1.4 L,122 hp
https://www.donedeal.ie/cars-for-sale/skoda-superb-estate-tdi-cr-se-140ps-5dr-2014/37500823,2024-09-17,8500,Skoda,Superb,Active,Base Trim,2014,251769.0,Diesel,Manual,Estate,,,,5,5,Grey,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/car/37877866,2024-09-17,5950,Skoda,Superb,Ambition,Medium Trim,2015,270000.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,2024-09-22,2.0 L,170 hp
https://www.donedeal.ie/cars-for-sale/kia-ceed-2008/37791080,2024-09-17,1700,Kia,Ceed,,,2008,331524.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,2024-09-23,1.4 L,
https://www.donedeal.ie/cars-for-sale/ford-mondeo-2-0-tdci-zetec-nct-05-25-tax-03-25/37534201,2024-09-17,7500,Ford,Mondeo,Graphite,Base Trim,2014,191189.0,Diesel,Manual,Estate,,,,5,5,Grey,,,,,,2.0 L,140 hp
https://www.donedeal.ie/cars-for-sale/10-fiat-punto/37933765,2024-09-17,2450,Fiat,Punto,,,2010,178636.0,Petrol,Manual,Hatchback,,,,5,3,White,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/skoda-yeti-exper-2-0-tdi/37933752,2024-09-17,4499,Skoda,Yeti,,,2010,159324.0,Diesel,Manual,SUV,,,,5,5,Brown,,,,,2024-09-21,2.0 L,
https://www.donedeal.ie/cars-for-sale/vauxhall-insignia-cdti/37857254,2024-09-17,1800,Vauxhall,Insignia,---,---,2011,262322.0,Diesel,---,Hatchback,,,,5,---,Black,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/09-avensis-1-6vvti/37877839,2024-09-17,1950,Toyota,Avensis,,,2009,190000.0,Petrol,Manual,Saloon,,,,5,4,Red,,,,,2024-09-25,1.6 L,
https://www.donedeal.ie/cars-for-sale/renault-megane-2013/37822041,2024-09-17,5000,Renault,Megane,EXPRESSION,Base Trim,2013,199887.0,Diesel,Manual,Hatchback,,,,5,4,Grey,,,,,,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/audi-a4-2010/37933715,2024-09-17,4800,Audi,A4,,,2010,300.0,Diesel,---,Saloon,,,,5,---,Silver,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/05-volkswagen-polo/37933703,2024-09-17,400,Volkswagen,Polo,,,2005,,Petrol,Manual,Hatchback,,,,5,5,Black,,,,,2024-09-22,1.2 L,
https://www.donedeal.ie/cars-for-sale/audi-a4-s-line/37933699,2024-09-17,5200,Audi,A4,,,2010,249447.0,Diesel,---,Saloon,,,,5,---,Black,,,,,2024-09-21,2.0 L,
https://www.donedeal.ie/cars-for-sale/car/37821992,2024-09-17,9500,Hyundai,i10,Deluxe,Medium Trim,2016,35500.0,Petrol,Manual,Hatchback,,,,5,4,Silver,,,,,,1.0 L,65 hp
https://www.donedeal.ie/cars-for-sale/renault-fluence/37325527?campaign=3,2024-09-17,5950,Renault,Fluence,DYNAMIQUE,Medium Trim,2014,199558.0,Diesel,Manual,Saloon,,,,5,4,Brown,,,,,,1.5 L,95 hp
https://www.donedeal.ie/cars-for-sale/2011-bmw-5-series-520d-se-nct-tax/37858932?campaign=3,2024-09-17,5750,BMW,5-Series,SE,Base Trim,2011,369339.0,Diesel,Automatic,Saloon,,,,5,4,Silver,,,,,,2.0 L,184 hp
https://www.donedeal.ie/cars-for-sale/opel-astra-1-4-petrol-excite-model-low-miles-a/37835312,2024-09-17,9995,Opel,Astra,Excite,Medium Trim,2015,133218.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.4 L,100 hp
https://www.donedeal.ie/cars-for-sale/renault-fluence-1-5-diesel-nct-04-25/37933683,2024-09-17,2550,Renault,Fluence,DYNAMIQUE,Medium Trim,2011,277000.0,Diesel,Manual,Saloon,,,,5,4,Gold,,,,,,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/skoda-superb-new-nct-03-25/37933674,2024-09-17,2800,Skoda,Superb,,,2009,319909.0,Diesel,---,Hatchback,,,,5,5,Black,,,,,,1.9 L,
https://www.donedeal.ie/cars-for-sale/151-seat-leon-2-0-tdi-4x4-nct-08-25/37877769,2024-09-17,7750,SEAT,Leon,X-PERIENCE,Luxury Trim,2015,220000.0,Diesel,Manual,Estate,,,,5,5,Grey,,,,,2024-09-21,2.0 L,150 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-2015/37763711,2024-09-17,9950,Ford,Focus,Titanium,Luxury Trim,2015,95500.0,Diesel,Manual,Hatchback,,,,5,5,Silver,,,,,2024-09-26,1.5 L,120 hp
https://www.donedeal.ie/cars-for-sale/hyundai-i20-1-4-cdri-premium/34113497,2024-09-17,8000,Hyundai,i20,Premium,Luxury Trim,2013,130856.0,Diesel,Manual,Hatchback,,,,5,4,Gold,,,,,2024-09-21,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/mazda-6-2013/37877730,2024-09-17,1650,Mazda,Mazda6,SPORT,Sports Trim,2013,185074.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,,2.2 L,150 hp
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5-dsl-new-nct-tax/37749638,2024-09-17,5950,Nissan,Qashqai,XE,Base Trim,2012,237236.0,Diesel,Manual,Hatchback,,,,5,5,Brown,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/peugeot-5008/37933661,2024-09-17,4650,Peugeot,5008,ACTIVE,Medium Trim,2012,209053.0,Diesel,Manual,MPV,,,,7,5,Black,,,,,,1.6 L,112 hp
https://www.donedeal.ie/cars-for-sale/ford-fiesta-2013/37582741,2024-09-17,4500,Ford,Fiesta,ZETEC,Medium Trim,2013,262322.0,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,2024-09-19,1.2 L,60 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-2-diesel/37933645,2024-09-17,8650,Volkswagen,Polo,TRENDLINE,Medium Trim,2012,195364.0,Diesel,Manual,Hatchback,,,,5,5,Grey,,,,,,1.2 L,75 hp
https://www.donedeal.ie/cars-for-sale/1999-toyota-corolla/37581653,2024-09-17,1650,Toyota,Corolla,,,1999,281634.0,Petrol,Manual,Hatchback,,,,5,3,Blue,,,,,,1.3 L,
https://www.donedeal.ie/cars-for-sale/vw-golf-1-6-tdi/37581327,2024-09-17,3750,Volkswagen,Golf,TRENDLINE,Base Trim,2012,275000.0,Diesel,Manual,Hatchback,,,,5,5,Black,,,,,,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/car/37933641,2024-09-17,2850,Nissan,Qashqai+2,,,2010,,Diesel,Manual,Hatchback,,,,5,5,Blue,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/hyundai-i40/37763655,2024-09-17,8800,Hyundai,i40,Executive,Medium Trim,2015,135000.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,,1.7 L,116 hp
https://www.donedeal.ie/cars-for-sale/toyota-avensis/37933635,2024-09-17,1950,Toyota,Avensis,,,2007,,Petrol,Manual,Saloon,,,,5,4,Red,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/skoda-yeti-2013/37933630,2024-09-17,6995,Skoda,Yeti,Active,Base Trim,2013,241392.0,Diesel,Manual,SUV,,,,5,5,White,,,,,2024-09-25,1.6 L,105 hp
https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-0-terra-5dr/37933629,2024-09-17,2250,Toyota,Yaris,,,2008,209000.0,Petrol,Manual,Hatchback,,,,5,5,Red,,,,,2024-09-18,1.0 L,
https://www.donedeal.ie/cars-for-sale/opel-insigne-2012/37933618,2024-09-17,3300,Opel,Insignia,S,Base Trim,2012,240000.0,Diesel,Manual,MPV,,,,5,4,Silver,,,,,,2.0 L,130 hp
https://www.donedeal.ie/cars-for-sale/volvo-c30-se/37763654,2024-09-17,2900,Volvo,C30,,,2009,196000.0,Petrol,Manual,Hatchback,,,,5,3,Blue,,,,,,1.8 L,
https://www.donedeal.ie/cars-for-sale/corsa-nct-tax/37799672,2024-09-17,1800,Vauxhall,Corsa,,,2007,230135.0,Petrol,---,Hatchback,,,,5,3,Black,,,,,2024-09-24,1.2 L,
https://www.donedeal.ie/cars-for-sale/audi-a1-2016/37903275,2024-09-17,9450,Audi,A1,-,Base Trim,2016,218000.0,Diesel,Manual,Hatchback,,,,5,5,White,,,,,,1.6 L,116 hp
https://www.donedeal.ie/cars-for-sale/vw-golf/37912755?campaign=3,2024-09-17,9700,Volkswagen,Golf,Trendline,Base Trim,2015,276034.0,Diesel,Manual,Hatchback,,,,5,5,White,,,,,,1.6 L,110 hp
https://www.donedeal.ie/cars-for-sale/renault-fluence-1-5-diesel-nct-05-25/37933575,2024-09-17,2850,Renault,Fluence,EXPRESSION,Base Trim,2013,307000.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/toyota-verso-dsl-1-owner-2012/37767957,2024-09-17,5995,Toyota,Verso,---,---,2012,283243.0,Diesel,Manual,MPV,,,,7,4,Grey,,,,,2024-09-23,2.0 L,185 km/h
https://www.donedeal.ie/cars-for-sale/toyota-yaris/37447659,2024-09-17,2000,Toyota,Yaris,,,2007,181000.0,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,,1.0 L,
https://www.donedeal.ie/cars-for-sale/kia-ceed-estate-1-6-crdi-ex-irish-car-2-owner/37771618,2024-09-17,9750,Kia,Ceed,EX,Luxury Trim,2014,109190.0,Diesel,Manual,Estate,,,,5,5,Gold,,,,,,1.6 L,128 hp
https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-2/37821876,2024-09-17,4000,Volkswagen,Polo,TRENDLINE,Base Trim,2012,297727.0,Diesel,Manual,Hatchback,,,,5,5,Blue,,,,,2024-09-22,1.2 L,75 hp
https://www.donedeal.ie/cars-for-sale/audi-a6-s-line-1-year-tax-07-25-nct-03-25/37933572,2024-09-17,4500,Audi,A6,,,2010,304165.0,Diesel,---,Saloon,,,,5,4,Silver,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/very-clean-honda-civic-2011-type-se-s-05-25/35050168,2024-09-17,4995,Honda,Civic,SE-S,Base Trim,2011,197948.0,Petrol,Manual,Saloon,,,,5,5,Beige,,,,,,1.8 L,140 hp
https://www.donedeal.ie/cars-for-sale/2009-ford-fiesta/37933570,2024-09-17,2400,Ford,Fiesta,,,2009,295000.0,Diesel,Manual,Hatchback,,,,5,3,Blue,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/ford-fiesta-2011/37877631,2024-09-17,3900,Ford,Fiesta,Style,Base Trim,2011,150000.0,Diesel,Manual,Hatchback,,,,5,5,Red,,,,,2024-09-18,1.4 L,70 hp
https://www.donedeal.ie/cars-for-sale/2010-ford-focus-1-6tdci-new-nct-taxed/37933566,2024-09-17,2495,Ford,Focus,,,2010,218326.0,Diesel,---,Hatchback,,,,5,---,Blue,,,,,2024-09-21,1.6 L,
https://www.donedeal.ie/cars-for-sale/hyundai-ix35/37933550,2024-09-17,4450,Hyundai,ix35,-,Base Trim,2011,331524.0,Diesel,Manual,SUV,,,,5,5,Grey,,,,,,1.7 L,115 hp
https://www.donedeal.ie/cars-for-sale/ford-focus-2006/37933549,2024-09-17,900,Ford,Focus,,,2006,300000.0,Diesel,Manual,Van,,,,2,3,Black,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/a-class/37877629,2024-09-17,1700,Mercedes-Benz,A-Class,,,2007,205650.0,Petrol,Manual,Hatchback,,,,5,5,Black,,,,,2024-09-21,1.5 L,
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2013/37877628,2024-09-17,6500,Volkswagen,Passat,HIGHLINE,Luxury Trim,2013,,Diesel,Manual,Estate,,,,5,4,Grey,,,,,,2.0 L,170 hp
https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway-2014-1-5-diesel/37857094,2024-09-17,4250,Dacia,Sandero Stepway,STEPWAY ALTERNATIVE,Base Trim,2014,184000.0,Diesel,Manual,Hatchback,,,,5,4,Black,,,,,2024-09-21,1.5 L,90 hp
https://www.donedeal.ie/cars-for-sale/2012-grey-toyota-auris-sport/37877637,2024-09-17,7250,Toyota,Auris,Sport,Medium Trim,2012,266600.0,Diesel,Manual,Hatchback,,,,5,5,Grey,,,,,,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-sline-auto-2012/36032501,2024-09-17,8995,Audi,A3,all,Base Trim,2012,93000.0,Petrol,Automatic,Hatchback,,,,5,5,Silver,,,,,2024-09-25,1.4 L,125 hp
https://www.donedeal.ie/cars-for-sale/peugeot-207-new-nct-new-clutch/37933546,2024-09-17,3250,Peugeot,207,,,2010,173000.0,Petrol,Manual,Hatchback,,,,5,5,Black,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/2011-mercedes-benz-c220/37933539,2024-09-17,1995,Mercedes-Benz,C-Class,Elegance,Luxury Trim,2011,450.0,Diesel,Manual,Saloon,,,,5,4,Grey,,,,,,2.1 L,136 hp
https://www.donedeal.ie/cars-for-sale/2012-audi-a6/37933536,2024-09-17,9500,Audi,A6,S LINE,Sports Trim,2012,280000.0,Diesel,Manual,Saloon,,,,5,4,White,,,,,2024-09-19,2.0 L,177 hp
https://www.donedeal.ie/cars-for-sale/hyundai-i10-2009/37933529,2024-09-17,1550,Hyundai,i10,,,2009,,Petrol,Manual,Hatchback,,,,5,5,Silver,,,,,2024-09-25,1.2 L,
https://www.donedeal.ie/cars-for-sale/car/37933524,2024-09-17,6000,Vauxhall,Insignia,---,---,2014,270.0,Diesel,---,Hatchback,,,,5,---,Red,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/suzuki-swift-2014/37877598,2024-09-17,6500,Suzuki,Swift,GL,Base Trim,2014,104711.0,Petrol,Manual,Hatchback,,,,5,5,Black,,,,,2024-09-22,1.2 L,94 hp
https://www.donedeal.ie/cars-for-sale/2008-toyota-aygo1-0-petrol/37135183,2024-09-17,2995,Toyota,Aygo,,,2008,160729.0,Petrol,Unknown,Hatchback,,,,5,5,Silver,,,,,,1.0 L,
https://www.donedeal.ie/cars-for-sale/2014-renault-fluence-dynamique/37742067,2024-09-17,5995,Renault,Fluence,DYNAMIQUE,Medium Trim,2014,231223.0,Diesel,Manual,Saloon,,,,5,4,Gold,,,,,,1.5 L,95 hp
https://www.donedeal.ie/cars-for-sale/2012-volvo-xc90-2-4-se/37856469,2024-09-17,9995,Volvo,XC90,SE,Medium Trim,2012,257294.0,Diesel,Automatic,SUV,,,,5,4,Blue,,,,,,2.4 L,163 hp
https://www.donedeal.ie/cars-for-sale/2015-citroen-ds-3-1-6-dsl/37863277,2024-09-17,6995,Citroen,DS 3,---,---,2015,196318.0,Diesel,Manual,Hatchback,,,,5,2,White,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/2006-toyota-yaris-1-0-vvti/37782321,2024-09-17,3495,Toyota,Yaris,,,2006,200972.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,,1.0 L,
https://www.donedeal.ie/cars-for-sale/11-toyota-corolla-new-nct-8-25-mint-condt/37892158?campaign=3,2024-09-17,4250,Toyota,Corolla,Terra,Base Trim,2011,211000.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/2007-audi-a4-1-9-tdi-low-mileage/37782234,2024-09-17,3995,Audi,A4,,,2007,177006.0,Diesel,Manual,Saloon,,,,5,4,Blue,,,,,,1.9 L,
https://www.donedeal.ie/cars-for-sale/2012-vauxhall-meriva-1-4-petrol/37782371,2024-09-17,3995,Vauxhall,Meriva,---,---,2012,187502.0,Petrol,Unknown,MPV,,,,5,5,Grey,,,,,,1.4 L,
https://www.donedeal.ie/cars-for-sale/2012-citroen-c4-grand-picasso-7-seater-platinum/37839527,2024-09-17,4995,Citroen,C4 Picasso,PLATINUM,Luxury Trim,2012,216522.0,Diesel,Manual,MPV,,,,7,5,Grey,,,,,,1.6 L,110 hp
https://www.donedeal.ie/cars-for-sale/2014-opel-astra-1-3-cdti-great-value/37685467,2024-09-17,5995,Opel,Astra,S,Base Trim,2014,176477.0,Diesel,Manual,Saloon,,,,5,4,Bronze,,,,,,1.2 L,95 hp
https://www.donedeal.ie/cars-for-sale/citroen-c4-automatic-7-seater-new-nct/37895075,2024-09-17,8600,Citroen,C4,Feel,Medium Trim,2016,166050.0,Diesel,Automatic,Hatchback,,,,7,4,Grey,,,,,2024-09-19,1.6 L,120 hp
https://www.donedeal.ie/cars-for-sale/opel-astra-2014/36897859,2024-09-17,5995,Opel,Astra,SC,Medium Trim,2014,205974.0,Diesel,Manual,MPV,,,,5,5,Green,,,,,,1.7 L,110 hp
https://www.donedeal.ie/cars-for-sale/nissan-note-2015-nissan-note-1-5-diesel/36681449,2024-09-17,6495,Nissan,Note,SV,---,2015,180051.0,Diesel,Manual,MPV,,,,5,5,Silver,,,,,2024-09-21,1.5 L,
https://www.donedeal.ie/cars-for-sale/2015-kia-venga-1-4-ex-diesel/37007639,2024-09-17,6995,Kia,Venga,EX,Medium Trim,2015,175379.0,Diesel,Manual,MPV,,,,5,5,Silver,,,,,,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/2014-mitsubishi-asx-1-8-diesel-2wd/37616241,2024-09-17,6995,Mitsubishi,ASX,Instyle,Luxury Trim,2014,222639.0,Diesel,Manual,SUV,,,,5,4,Red,,,,,,1.8 L,116 hp
https://www.donedeal.ie/cars-for-sale/2015-citroen-c3-1-2-petrol-vtr-low-mileage/37741941,2024-09-17,6995,Citroen,C3,VTR+,Luxury Trim,2015,88761.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.2 L,82 hp
https://www.donedeal.ie/cars-for-sale/2017-opel-corsa-1-4-petrol/37030081,2024-09-17,7995,Opel,Corsa,S,Base Trim,2017,150729.0,Petrol,Manual,Hatchback,,,,5,5,White,,,,,,1.4 L,75 hp
https://www.donedeal.ie/cars-for-sale/2010-audi-a3-1-6-tdi-cabriolet/37472557,2024-09-17,7995,Audi,A3,,,2010,187919.0,Diesel,Manual,Convertible,,,,4,2,White,,,,,,1.6 L,
https://www.donedeal.ie/cars-for-sale/2017-opel-corsa-1-4-petrol/37556233,2024-09-17,7995,Opel,Corsa,SC,Medium Trim,2017,88275.0,Petrol,Manual,Hatchback,,,,5,5,Grey,,,,,,1.4 L,90 hp
https://www.donedeal.ie/cars-for-sale/2017-nissan-micra-1-2-petrol/37616312,2024-09-17,7995,Nissan,Micra,E,Base Trim,2017,152330.0,Petrol,Manual,Hatchback,,,,5,4,Red,,,,,,1.2 L,80 hp
https://www.donedeal.ie/cars-for-sale/2014-mini-one-diesel-1-5/37233065,2024-09-17,7995,Mini,One,---,---,2014,181820.0,Diesel,Manual,Hatchback,,,,4,2,White,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/2015-nissan-juke-sv-dsl-reversing-camera/37472499,2024-09-17,8995,Nissan,Juke,SV,Medium Trim,2015,158627.0,Diesel,Manual,SUV,,,,5,4,Black,,,,,,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/2015-renault-grand-scenic-7-seat-1-5-limited-ed/37685965,2024-09-17,8995,Renault,Grand Scenic,LIMITED EDITION,Medium Trim,2015,176654.0,Diesel,Manual,MPV,,,,7,4,Gold,,,,,2024-09-21,1.5 L,110 hp
https://www.donedeal.ie/cars-for-sale/2012-audi-q3-2-0/37650469,2024-09-17,8995,Audi,Q3,---,---,2012,273198.0,Diesel,Manual,SUV,,,,5,4,Black,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/2015-volvo-v40-2-0-dsl-se-leather/37563986,2024-09-17,8995,Volvo,V40,SE,Medium Trim,2015,124725.0,Diesel,Manual,Hatchback,,,,5,5,Red,,,,,2024-09-25,2.0 L,120 hp
https://www.donedeal.ie/cars-for-sale/2016-opel-mokka-1-6-cdti-se/37822516,2024-09-17,8995,Opel,Mokka,SE,Luxury Trim,2016,199358.0,Diesel,Manual,SUV,,,,5,4,Black,,,,,,1.6 L,136 hp
https://www.donedeal.ie/cars-for-sale/2017-dacia-duster-dci-signature-spec/36681018,2024-09-17,9995,Dacia,Duster,SIGNATURE,---,2017,213338.0,Diesel,Manual,SUV,,,,5,4,Blue,,,,,,1.5 L,
https://www.donedeal.ie/cars-for-sale/2016-opel-insignia-1-6-elite-leather-estate/36776923,2024-09-17,9995,Opel,Insignia,Elite,Luxury Trim,2016,224961.0,Diesel,Manual,Estate,,,,5,5,Grey,,,,,,1.6 L,136 hp
https://www.donedeal.ie/cars-for-sale/2017-hyundai-i40-automatic-executive-plus/37170828,2024-09-17,9995,Hyundai,i40,Executive Plus,Luxury Trim,2017,259491.0,Diesel,Manual,Saloon,,,,5,4,Silver,,,,,,1.7 L,141 hp
https://www.donedeal.ie/cars-for-sale/2016-kia-pro-ceed-1-4-tx-petrol/37810223,2024-09-17,9995,Kia,Ceed,TX,Base Trim,2016,173078.0,Petrol,Manual,Hatchback,,,,5,5,White,,,,,,1.4 L,100 hp
https://www.donedeal.ie/cars-for-sale/ford-kuga-ford-kuga-2-0tdci-120ps-titanium-4-seat/36681948,2024-09-17,9995,Ford,Kuga,Titanium,---,2016,238703.0,Diesel,Manual,SUV,,,,4,4,Black,,,,,,2.0 L,
https://www.donedeal.ie/cars-for-sale/toyota-auris-2012/37933503,2024-09-17,4750,Toyota,Auris,Sport,Medium Trim,2012,228526.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,,1.3 L,101 hp
https://www.donedeal.ie/cars-for-sale/2010-nissan-qashqai-1-6-petrol-so-reliable/37892747,2024-09-17,4995,Nissan,Qashqai,,,2010,146255.0,Petrol,Manual,Hatchback,,,,5,5,Blue,,,,,2024-09-21,1.6 L,
https://www.donedeal.ie/cars-for-sale/2011-audi-a4-2-0-tdi-automatic-dsg/37893210,2024-09-17,6995,Audi,A4,SE,Medium Trim,2011,210005.0,Diesel,Automatic,Saloon,,,,5,4,Silver,,,,,2024-09-25,2.0 L,143 hp
