Link,Date Uploaded,Price,Make,Model,Trim,Trim Level,Year,Mileage (km),Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,Date Sold
https://www.donedeal.ie/cars-for-sale/ford-galaxy/33458006,2023-02-28,3350,Ford,Galaxy,,,2008,244619.0,Diesel,Unknown,MPV,1.8 litre,,,7,---,Blue,Ireland,3,570,Sep 2022,2023-03-09
https://www.donedeal.ie/cars-for-sale/2013-ceed-1-4-diesel-only-130km-clean/33250969,2023-02-28,6950,Kia,Ceed,EX,Luxury Trim,2013,130.0,Diesel,Manual,Estate/Jeep,1.4 litre,90hp,13.9 sec,5,5,Red,Ireland,2,200,Nov 2023,2023-03-29
https://www.donedeal.ie/cars-for-sale/for-sale-renault-grand-megane-1-5-dci-tom-tom/33457990,2023-02-28,4600,Renault,Grand Megane,TOMTOM ED,Medium Trim,2011,,Diesel,Manual,Estate,1.5 litre,90hp,12.9 sec,5,5,Silver,Ireland,1,200,May 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/2006-swift-1-year-nct-reconditioned-gearbox-new/33253550,2023-02-28,2750,Suzuki,Swift,,,2006,238000.0,Petrol,Manual,Hatchback,1.3 litre,,,5,5,Red,Ireland,7,385,Mar 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/mitsubishi-colt-2010/33457984,2023-02-28,1500,Mitsubishi,Colt,,,2010,234963.0,Petrol,Manual,MPV,1.1 litre,,,5,5,Red,Ireland,1,280,Feb 2020,2023-03-02
https://www.donedeal.ie/cars-for-sale/car/33457976,2023-02-28,5800,Audi,A3,SPORT,Sports Trim,2011,177300.0,Diesel,Manual,Hatchback,1.6 litre,105hp,11.4 sec,5,5,Silver,Ireland,2,190,Nov 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/bmw-520d/33457979,2023-02-28,4250,BMW,5-Series,,,2008,300.0,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Red,Ireland,9,390,Mar 2021,2023-03-02
https://www.donedeal.ie/cars-for-sale/renault-megane-2006-nct-11-23/33457965,2023-02-28,1450,Renault,Megane,,,2006,113000.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Red,Ireland,5,385,Nov 2023,2023-03-22
https://www.donedeal.ie/cars-for-sale/2008-toyota-corolla-verso-1-6-new-nct/33383302,2023-02-28,2650,Toyota,Corolla,,,2008,270000.0,Petrol,Manual,Estate/Jeep,1.6 litre,,,7,5,Blue,Ireland,6,---,Feb 2024,2023-03-01
https://www.donedeal.ie/cars-for-sale/2008-fiesta-nct-2-24-2-owners-clean/33430810,2023-02-28,2750,Ford,Fiesta,,,2008,160.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Blue,Ireland,1,280,Feb 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/2012-citroen-c5-nct-01-24/33050289,2023-02-28,3000,Citroen,C5,VTR,Base Trim,2012,316640.0,Diesel,Manual,Saloon,1.6 litre,110hp,12.2 sec,5,4,Beige,Ireland,2,270,Jan 2024,2023-03-10
https://www.donedeal.ie/cars-for-sale/renault-fluence-1-5dci-2011-new-nct/33457958,2023-02-28,2995,Renault,Fluence,DYNAMIQUE,Medium Trim,2011,365000.0,Diesel,Manual,Saloon,1.5 litre,90hp,13.0 sec,5,4,Silver,Ireland,2,200,Jan 2024,2023-03-13
https://www.donedeal.ie/cars-for-sale/peugeot-partner-2015/33457940,2023-02-28,6000,Peugeot,Partner,Active,Medium Trim,2015,225066.0,Diesel,Manual,MPV,1.6 litre,75hp,14.3 sec,2,3,White,Ireland,1,200,---,2023-03-03
https://www.donedeal.ie/cars-for-sale/nissan-micra-for-sale-132/33457934,2023-02-28,6999,Nissan,Micra,---,Base Trim,2013,105000.0,Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,Silver,Ireland,---,180,Dec 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/toyota-corolla-diesel-new-nct-11-23-tax-05-23/33457916,2023-02-28,2695,Toyota,Corolla,,,2007,370490.0,Diesel,Manual,Saloon,1.4 litre,,,5,4,Black,Ireland,10,385,Nov 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/suzuki-jimny-4x4/33457922,2023-02-28,3250,Suzuki,Jimny,,,2006,144000.0,Petrol,Manual,SUV,1.3 litre,,,4,3,Silver,Ireland,4,385,May 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2010/33400293,2023-02-28,5850,Volkswagen,Golf,,,2010,240000.0,Diesel,Manual,Hatchback,1.6 litre,,,5,5,Silver,Ireland,3,200,Jul 2023,2023-03-16
https://www.donedeal.ie/cars-for-sale/toyota-corolla-05-1-4-petrol/33316670,2023-02-28,2150,Toyota,Corolla,,,2005,280632.0,Petrol,Manual,Saloon,1.4 litre,,,5,4,Blue,Ireland,4,385,Mar 2024,2023-03-01
https://www.donedeal.ie/cars-for-sale/2008-focus-1-4-estate-nct-2-24/33427286,2023-02-28,2400,Ford,Focus,,,2008,170.0,Petrol,Manual,Estate,1.4 litre,,,5,4,Red,Ireland,2,---,Jun 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/bmw-116d-sport/33342953,2023-02-28,4995,BMW,1-Series,,,2010,217888.0,Diesel,Unknown,Hatchback,2.0 litre,,,5,3,Black,Ireland,1,200,Feb 2023,
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2011/33457901,2023-02-28,4000,Nissan,Qashqai,XE,Base Trim,2011,289681.0,Diesel,Manual,Hatchback,1.5 litre,110hp,12.4 sec,5,5,Silver,Ireland,---,280,Apr 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/honda-civic-fn2-tyre-r/33283358,2023-02-28,3500,Honda,Civic,,,2007,181.0,Petrol,Manual,Hatchback,2.0 litre,,,5,3,Red,United Kingdom,6,---,---,2023-03-19
https://www.donedeal.ie/cars-for-sale/mazda-3-2009/33342942,2023-02-28,1750,Mazda,3,,,2009,328222.0,Diesel,Manual,Saloon,1.6 litre,,,5,4,Blue,Ireland,2,270,Oct 2022,
https://www.donedeal.ie/cars-for-sale/bmw-5-series-2002/32918816,2023-02-28,3200,BMW,5-Series,,,2002,,Diesel,Unknown,Saloon,2.5 litre,,,5,---,Blue,Ireland,5,1080,Jul 2019,
https://www.donedeal.ie/cars-for-sale/new-n-c-t-bmw-3-series/33457881,2023-02-28,3000,BMW,3-Series,,,2007,211000.0,Petrol,Manual,Saloon,1.6 litre,,,5,4,Blue,Ireland,---,---,---,
https://www.donedeal.ie/cars-for-sale/astra-1-7l-sri-edition/33457887,2023-02-28,4000,Vauxhall,Astra,---,---,2013,196000.0,Diesel,Unknown,Hatchback,1.7 litre,---,---,5,5,Silver,Ireland,2,180,May 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/toyota-camry-2004/33285201,2023-02-28,4000,Toyota,Camry,,,2004,118214.0,Petrol,Manual,Saloon,2.4 litre,,,5,4,Silver,Ireland,3,1034,Aug 2023,
https://www.donedeal.ie/cars-for-sale/car/33228158,2023-02-28,2350,Renault,Clio,,,2008,197000.0,Petrol,Manual,Hatchback,1.1 litre,,,5,5,Gold,Ireland,5,280,Feb 2023,
https://www.donedeal.ie/cars-for-sale/2007-jazz-1-2-nct-1-24-1-owner-car/33430956,2023-02-28,2600,Honda,Jazz,,,2007,160.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Black,Ireland,---,358,Jan 2024,2023-03-01
https://www.donedeal.ie/cars-for-sale/vw-golf-2008-1-4-tsi-gt-170-bhp-low-mileage/31534242,2023-02-28,3999,Volkswagen,Golf,,,2008,111000.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Black,Ireland,---,---,Jan 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/2008-audi-a3-tdi-facelift/33342913,2023-02-28,4250,Audi,A3,,,2008,323477.0,Diesel,Unknown,Hatchback,2.0 litre,,,5,---,Black,Ireland,3,280,Nov 2022,
https://www.donedeal.ie/cars-for-sale/bmw-520d/33438147,2023-02-28,6800,BMW,5-Series,SE,Base Trim,2012,286372.0,Diesel,Automatic,Saloon,2.0 litre,184hp,8.1 sec,5,4,Silver,Ireland,1,270,Sep 2022,2023-03-01
https://www.donedeal.ie/cars-for-sale/bmw-3-series-2009/33457844,2023-02-28,6800,BMW,3-Series,,,2009,233860.0,Diesel,Automatic,Saloon,2.0 litre,,,5,4,Black,Ireland,5,390,Nov 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/11-vw-jetta-new-nct-04-24/33369362,2023-02-28,5750,Volkswagen,Jetta,COMFORTLINE,Medium Trim,2011,321868.0,Diesel,Manual,Saloon,1.6 litre,105hp,12.0 sec,5,4,Grey,Ireland,3,200,Apr 2024,2023-03-22
https://www.donedeal.ie/cars-for-sale/vw-eos-convertible-low-milage/33155670,2023-02-28,3550,Volkswagen,EOS,,,2007,99577.0,Petrol,Manual,Convertible,1.6 litre,,,4,2,Black,Ireland,6,514,May 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/fiat-punto/33457815,2023-02-28,3150,Fiat,Punto,Sound,Base Trim,2012,160000.0,Petrol,Manual,Hatchback,1.2 litre,65hp,14.5 sec,5,4,Blue,Ireland,3,200,Feb 2024,2023-03-28
https://www.donedeal.ie/cars-for-sale/ford-mondeo-2012/33457817,2023-02-28,3000,Ford,Mondeo,Zetec,Medium Trim,2012,,Diesel,Manual,Saloon,2.0 litre,140hp,9.5 sec,5,4,Silver,Ireland,2,280,Jan 2024,2023-03-26
https://www.donedeal.ie/cars-for-sale/hyundai-i20-ncttax/33311199,2023-02-28,4650,Hyundai,i20,Classic,Base Trim,2012,140012.0,Petrol,Manual,Hatchback,1.2 litre,77hp,12.9 sec,5,5,Red,Ireland,1,200,Nov 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/bmw-1-series-i-edition-es-5dr/33457742,2023-02-28,3995,BMW,1-Series,,,2009,212433.0,Petrol,Manual,Hatchback,1.6 litre,,,---,5,Silver,Ireland,3,---,Jan 2024,2023-03-09
https://www.donedeal.ie/cars-for-sale/ford-fiesta-2011/33457782,2023-02-28,5650,Ford,Fiesta,Style,Base Trim,2011,128000.0,Petrol,Manual,Hatchback,1.2 litre,60hp,16.9 sec,5,5,Silver,Ireland,5,270,Jun 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/vw-polo-new-nct-02-24-tax-07-23/33400141,2023-02-28,2250,Volkswagen,Polo,,,2001,127744.0,Petrol,Unknown,Hatchback,1.4 litre,,,5,---,Silver,Ireland,---,---,Feb 2024,2023-03-26
https://www.donedeal.ie/cars-for-sale/2011-mazda-6-read-ad/33457788,2023-02-28,1300,Mazda,6,Z-SPORT,Sports Trim,2011,249447.0,Diesel,Manual,Hatchback,2.2 litre,180hp,8.7 sec,5,5,Silver,Ireland,2,390,Nov 2023,2023-03-20
https://www.donedeal.ie/cars-for-sale/car/33400130,2023-02-28,3500,Volkswagen,Golf,,,2008,199507.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Black,Ireland,8,---,Oct 2023,2023-03-22
https://www.donedeal.ie/cars-for-sale/07-a6-automatic-2-7-v6-read-adbefore-calling/33457773,2023-02-28,1000,Audi,A6,,,2007,321868.0,Diesel,Automatic,Saloon,2.7 litre,,,5,4,Black,Ireland,8,1345,Aug 2021,2023-03-01
https://www.donedeal.ie/cars-for-sale/ford-fiesta-2011/33457768,2023-02-28,6200,Ford,Fiesta,Titanium,Medium Trim,2011,114000.0,Petrol,Manual,Hatchback,1.2 litre,82hp,13.3 sec,5,5,Black,Ireland,2,280,Sep 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/ford-focus-new-nct-test/33457721,2023-02-28,4950,Ford,Focus,,,2010,175003.0,Diesel,Manual,Hatchback,1.6 litre,,,---,5,Gold,Ireland,2,---,Jan 2024,2023-03-16
https://www.donedeal.ie/cars-for-sale/ford-focus-titanium-tdci-2010/33376091,2023-02-28,4250,Ford,Focus,,,2010,189005.0,Diesel,Manual,Hatchback,1.6 litre,,,5,5,Grey,Ireland,1,200,Sep 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/automatic-mazda-demio-nct-12-23-only-135km/33070072,2023-02-28,6500,Mazda,Demio,EXCLUSIVE (FOCUS),Medium Trim,2011,135.0,Petrol,Automatic,MPV,1.3 litre,63hp,14 sec,5,5,Brown,Ireland,1,170,Dec 2023,2023-03-16
https://www.donedeal.ie/cars-for-sale/nissan-micra-auto-only-25tkm/33434632,2023-02-28,7000,Nissan,Micra,---,Base Trim,2013,25000.0,Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,Brown,Ireland,1,170,Feb 2024,2023-03-06
https://www.donedeal.ie/cars-for-sale/suzuki-sx4-1-5-petrol/31560069,2023-02-28,2250,Suzuki,SX4,,,2007,258000.0,Petrol,Manual,SUV,1.5 litre,,,5,5,Red,Ireland,5,---,---,2023-03-09
https://www.donedeal.ie/cars-for-sale/2011-toyota-avensis-saloon-2-0-liter-d4d-126-bhp/33457393,2023-02-28,3750,Toyota,Avensis,Strata,Medium Trim,2011,222088.0,Diesel,Manual,Saloon,2.0 litre,126hp,9.7 sec,5,4,Grey,Ireland,3,280,May 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/2003-bmw-530/33457692,2023-02-28,3500,BMW,5-Series,,,2003,326696.0,Diesel,Automatic,Saloon,2.9 litre,,,5,4,Grey,Ireland,15,1494,Mar 2022,2023-03-04
https://www.donedeal.ie/cars-for-sale/2012-ford-focus-dsl-nct-tax-warranty/33243968,2023-02-28,6195,Ford,Focus,ZETEC,Sports Trim,2012,305774.0,Diesel,Manual,Saloon,1.6 litre,95hp,12.6 sec,5,4,Silver,Ireland,2,190,Sep 2023,
https://www.donedeal.ie/cars-for-sale/opel-astra-2010/33342723,2023-02-28,3400,Opel,Astra,,,2010,330000.0,Diesel,Manual,Hatchback,1.7 litre,,,5,5,Black,Ireland,2,270,Feb 2023,
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2-7-seater-new-nct-just-passed/33402427,2023-02-28,4900,Nissan,Qashqai+2,,,2010,205995.0,Diesel,Manual,Hatchback,1.5 litre,,,7,5,Black,Ireland,3,280,Feb 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/2011-mazda-3-dsl-nct-tax-warranty/33431295,2023-02-28,4750,Mazda,3,EXECUTIVE,Medium Trim,2011,225307.0,Diesel,Manual,Hatchback,1.6 litre,115hp,11.0 sec,5,5,Blue,Ireland,1,200,Jun 2023,2023-03-26
https://www.donedeal.ie/cars-for-sale/ford-s-max/33284938,2023-02-28,5000,Ford,S-MAX,,,2009,259000.0,Diesel,Manual,MPV,1.8 litre,,,7,5,Grey,Ireland,1,570,Oct 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/10-ford-mondeo-dsl-h-b-new-long-nct-warranty/33431359,2023-02-28,3495,Ford,Mondeo,,,2010,239791.0,Diesel,---,Hatchback,1.8 litre,,,5,---,Grey,Ireland,4,390,Feb 2024,2023-03-28
https://www.donedeal.ie/cars-for-sale/2016-hyundai-i30-1-6-crdi-se-blue-drive-grey/32212053,2023-02-28,6700,Hyundai,i30,---,---,2015,154496.0,Diesel,Manual,Hatchback,1.6 litre,---,---,5,5,Grey,Northern Ireland,2,---,---,
https://www.donedeal.ie/cars-for-sale/renault-fluence-2011-1-5-dci/33457664,2023-02-28,2250,Renault,Fluence,TOMTOM ED,Medium Trim,2011,257494.0,Diesel,Manual,Saloon,1.5 litre,110hp,11.0 sec,5,4,Gold,Ireland,1,200,Sep 2022,2023-03-04
https://www.donedeal.ie/cars-for-sale/2006-mitsubishi-colt-nct-low-mls-warranty/33431409,2023-02-28,2400,Mitsubishi,Colt,,,2006,222088.0,Petrol,Manual,Hatchback,1.3 litre,,,5,5,Black,Ireland,5,385,Jun 2023,2023-03-16
https://www.donedeal.ie/cars-for-sale/citroen-c4-2009/33351794,2023-02-28,1700,Citroen,C4,,,2009,,Diesel,Unknown,Hatchback,1.6 litre,,,7,---,Black,Ireland,1,390,Feb 2020,
https://www.donedeal.ie/cars-for-sale/hyundai-i20-1-4-comfort-5dr/33457634,2023-02-28,4450,Hyundai,i20,,,2009,101388.0,Petrol,Manual,Hatchback,1.4 litre,,,---,5,Red,Ireland,2,---,Jun 2023,
https://www.donedeal.ie/cars-for-sale/ford-mondeo-zetec-1-8-tdci-125ps-eco-m5-5dr/33457622,2023-02-28,4750,Ford,Mondeo,,,2010,180854.0,Diesel,Manual,Hatchback,1.8 litre,,,---,5,Gold,Ireland,4,---,Dec 2023,2023-03-22
https://www.donedeal.ie/cars-for-sale/nissan-micra-2005/33457612,2023-02-28,1100,Nissan,Micra,,,2005,177000.0,Petrol,Manual,Hatchback,1.0 litre,,,5,5,Silver,Ireland,3,199,Feb 2024,2023-03-02
https://www.donedeal.ie/cars-for-sale/audi-a4-white-manual/33342656,2023-02-28,5299,Audi,A4,,,2008,317039.0,Diesel,Unknown,Saloon,2.0 litre,,,5,4,White,Ireland,4,280,Aug 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/ford-mondeo-2010-1-8tdci/33457620,2023-02-28,2750,Ford,Mondeo,,,2010,313821.0,Diesel,Manual,Saloon,1.8 litre,,,5,4,Silver,Ireland,4,390,Jan 2024,2023-03-05
https://www.donedeal.ie/cars-for-sale/peugeot-207-only-159-km/33399986,2023-02-28,2200,Peugeot,207,,,2007,159209.0,Petrol,Unknown,Hatchback,1.4 litre,,,5,5,Blue,Ireland,4,---,Feb 2024,2023-03-06
https://www.donedeal.ie/cars-for-sale/bmw-3-series-2006new-nct-04-24tax-03-23/33457616,2023-02-28,3950,BMW,3-Series,,,2006,191913.0,Petrol,Automatic,Coupe,2.5 litre,,,4,---,Grey,Ireland,2,1080,Apr 2024,2023-03-19
https://www.donedeal.ie/cars-for-sale/2015-peugeot-508-nct-08-23/33457617,2023-02-28,6995,Peugeot,508,Active,Medium Trim,2015,232778.0,Diesel,Manual,Saloon,2.0 litre,140hp,9.8 sec,5,4,Grey,Ireland,---,200,Aug 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/sale-offer-citroen-c4-grand-picasso-1-6-automatic/32468654,2023-02-28,3000,Citroen,Grand C4 Picasso,,,2010,283150.0,Diesel,Automatic,MPV,1.6 litre,,,7,5,Silver,Ireland,7,280,Feb 2023,
https://www.donedeal.ie/cars-for-sale/mini-cooper-low-miles-clean/33284877,2023-02-28,4750,Mini,Cooper,,,2009,138000.0,Diesel,Unknown,Hatchback,1.6 litre,,,4,3,Black,Ireland,5,190,Oct 2023,
https://www.donedeal.ie/cars-for-sale/renault-megane-2008/33457593,2023-02-28,1000,Renault,Megane,,,2008,250000.0,Diesel,Manual,Saloon,1.5 litre,,,5,4,Silver,Ireland,4,270,Dec 2022,2023-03-22
https://www.donedeal.ie/cars-for-sale/2008-mini-cooper-d-1-6d-110bhp-new-nct/33403515,2023-02-28,3695,Mini,Cooper,,,2008,219887.0,Diesel,Manual,Hatchback,1.6 litre,,,4,3,White,Ireland,4,190,Feb 2024,2023-03-26
https://www.donedeal.ie/cars-for-sale/vauxhall-astra-2010/33399957,2023-02-28,2500,Vauxhall,Astra,,,2010,256477.0,Diesel,Unknown,Hatchback,1.7 litre,,,5,---,Red,Ireland,5,200,Nov 2022,2023-03-20
https://www.donedeal.ie/cars-for-sale/07-skoda-roomster-1-4-nct-3-24/33457565,2023-02-28,1600,Skoda,Roomster,,,2007,120000.0,Petrol,Manual,MPV,1.4 litre,,,---,3,Red,Ireland,1,385,Apr 2024,2023-03-04
https://www.donedeal.ie/cars-for-sale/2012-fiat-500-1-2-petrol/31554849,2023-02-28,6950,Fiat,500,---,---,2012,130208.0,Petrol,Manual,Hatchback,1.2 litre,---,---,5,3,Grey,UK,4,180,Jul 2023,
https://www.donedeal.ie/cars-for-sale/vw-polo-gp-1-2-new-nct-jan-2024-low-miles/33296283,2023-02-28,1950,Volkswagen,Polo,,,2006,162543.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Black,Ireland,5,330,Feb 2024,2023-03-04
https://www.donedeal.ie/cars-for-sale/2010-passat/33457549,2023-02-28,4750,Volkswagen,Passat,,,2010,274000.0,Diesel,Manual,Saloon,1.6 litre,,,5,4,Grey,Ireland,8,200,Mar 2023,2023-03-29
https://www.donedeal.ie/cars-for-sale/hyundai-i30-1-6-crdi-comfort-5dr/33399916,2023-02-28,4750,Hyundai,i30,Classic,Base Trim,2011,214539.0,Diesel,Manual,Estate,1.6 litre,90hp,14.9 sec,5,5,Silver,Ireland,1,270,Jan 2024,2023-03-22
https://www.donedeal.ie/cars-for-sale/2008-mini-cooper/33346087,2023-02-28,4950,Mini,Cooper,,,2008,225307.0,Diesel,---,Hatchback,1.6 litre,,,---,---,White,Ireland,3,190,Aug 2023,2023-03-26
https://www.donedeal.ie/cars-for-sale/jaguar-xj-3-2-v8-sport/32813542,2023-02-28,3500,Jaguar,XJ,,,2002,114263.0,Petrol,Automatic,Saloon,3.2 litre,,,5,4,Blue,Northern Ireland,4,---,---,2023-03-09
https://www.donedeal.ie/cars-for-sale/volkswagen-passat/33457490,2023-02-28,1000,Volkswagen,Passat,,,2006,360000.0,Diesel,Manual,Saloon,2.0 litre,,,5,4,Silver,Ireland,1,710,Dec 2022,2023-03-19
https://www.donedeal.ie/cars-for-sale/bmw-520-tax-and-nct/33457471,2023-02-28,2950,BMW,5-Series,,,2008,360492.0,Diesel,Unknown,Saloon,2.0 litre,,,5,4,Blue,Ireland,4,280,Sep 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/ford-focus-2011-titanium-1-6-litre/33284743,2023-02-28,6800,Ford,Focus,Titanium,Luxury Trim,2011,210352.0,Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,5,Blue,Ireland,---,190,Oct 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/07audi-a4-2-0-tdi-auto-nct-new-t-belt/33324313,2023-02-28,3650,Audi,A4,,,2007,227018.0,Diesel,Automatic,Saloon,2.0 litre,,,5,4,Black,Ireland,4,710,Oct 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/2011-vauxhall-corsa/33244101,2023-02-28,3850,Vauxhall,Corsa,---,---,2011,187571.0,Petrol,Unknown,Hatchback,1.2 litre,---,---,5,5,Blue,Ireland,---,200,May 2023,
https://www.donedeal.ie/cars-for-sale/vw-passat-c-line/33457464,2023-02-28,1600,Citroen,Berlingo,,,2006,369240.0,Diesel,Manual,Saloon,2.0 litre,,,2,5,White,Ireland,2,---,---,2023-03-01
https://www.donedeal.ie/cars-for-sale/mazda-3-2011-sport/33457452,2023-02-28,3500,Mazda,3,SPORT,Sports Trim,2011,190988.0,Diesel,Manual,Hatchback,1.6 litre,115hp,11.0 sec,5,5,Red,Ireland,4,200,Jun 2023,2023-03-02
https://www.donedeal.ie/cars-for-sale/bmw-3-series-2010/33339117,2023-02-28,4850,BMW,3-Series,,,2010,370148.0,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Black,Ireland,9,190,May 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-cc-tdi/33227685,2023-02-28,5500,Volkswagen,Passat,,,2009,243010.0,Diesel,---,Coupe,2.0 litre,,,4,---,Black,Ireland,3,570,Nov 2023,2023-03-28
https://www.donedeal.ie/cars-for-sale/peugeot-3008-nctd-2-24-2012/33457407,2023-02-28,4500,Peugeot,3008,ACTIVE,Medium Trim,2012,185000.0,Diesel,Manual,MPV,1.6 litre,112hp,12.2 sec,5,4,Grey,Ireland,3,270,Feb 2024,2023-03-03
https://www.donedeal.ie/cars-for-sale/daihatsu-terios-2008/33379770,2023-02-28,3950,Daihatsu,Terios,,,2008,267150.0,Petrol,Manual,SUV,1.5 litre,,,5,5,Blue,Ireland,2,413,Mar 2024,2023-03-04
https://www.donedeal.ie/cars-for-sale/ford-fiesta-2008-nct-and-tax/33457403,2023-02-28,2450,Ford,Fiesta,,,2008,225307.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Red,Ireland,2,280,Feb 2024,2023-03-02
https://www.donedeal.ie/cars-for-sale/opel-corsa-1-3-diesel-nct-tax/33457402,2023-02-28,2200,Vauxhall,Corsa,,,2008,,Diesel,---,Hatchback,1.2 litre,,,5,5,White,Ireland,7,200,Aug 2023,2023-03-10
https://www.donedeal.ie/cars-for-sale/2011-toyota-auris-1-3-nct-09-23-tax-04-23/33457396,2023-02-28,5995,Toyota,Auris,Luna,Medium Trim,2011,180802.0,Petrol,Manual,Hatchback,1.3 litre,101hp,13.1 sec,5,5,Silver,Ireland,---,280,Sep 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/toyota-aygo-multi-mode-gearbox-automatic/33399754,2023-02-28,3250,Toyota,Aygo,,,2010,101000.0,Petrol,Manual,Hatchback,1.0 litre,,,4,5,Black,Ireland,2,190,Aug 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/2013-peugeot-partner-1-6-diesel-multispace/33457389,2023-02-28,4250,Peugeot,Partner,Active,Medium Trim,2013,209908.0,Diesel,Manual,MPV,1.6 litre,75hp,14.3 sec,5,5,Silver,Ireland,4,---,Jul 2023,2023-03-03
https://www.donedeal.ie/cars-for-sale/honda-insight-1-4-ze-cvt-2-auto/33457350,2023-02-28,6495,Honda,Insight,,,2009,183464.0,Petrol Hybrid,Automatic,Hatchback,1.3 litre,,,5,5,Black,Ireland,---,170,Feb 2024,
https://www.donedeal.ie/cars-for-sale/ford-focus-2008/33457371,2023-02-28,900,Ford,Focus,,,2008,245405.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Silver,Ireland,3,---,Feb 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/ford-focus-estate-2013/33457365,2023-02-28,3500,Ford,Focus,EDGE,Medium Trim,2013,157715.0,Diesel,Manual,Estate,1.6 litre,95hp,12.5 sec,5,5,White,Ireland,2,190,Mar 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/renault-clio-2009-long-nct-and-tax-low-miles/33457359,2023-02-28,2750,Renault,Clio,,,2009,138403.0,Petrol,---,Hatchback,1.1 litre,,,5,---,Silver,Ireland,3,280,Sep 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/nissan-note-1-4-sve/33457345,2023-02-28,2495,Nissan,Note,,,2006,256832.0,Petrol,Manual,MPV,1.4 litre,,,---,5,Black,Ireland,3,385,Sep 2023,2023-03-16
https://www.donedeal.ie/cars-for-sale/bmw-x5-bmw-x5-3-0-d-sport-my-2004-5dr-e53-m57-cre/33410385,2023-02-28,6950,BMW,X5,,,2005,270005.0,Diesel,Automatic,SUV,3.0 litre,,,---,5,Black,Ireland,3,---,Sep 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/07-audi-a3-dsl-automatic-nct-warranty/33457322,2023-02-28,3250,Audi,A3,,,2007,289681.0,Diesel,Automatic,Hatchback,2.0 litre,,,5,5,Blue,Ireland,1,---,Nov 2023,
https://www.donedeal.ie/cars-for-sale/mitsubishi-lancer-mivec/33086655,2023-02-28,6000,Mitsubishi,Lancer,Intense,Base Trim,2012,299980.0,Diesel,Manual,Saloon,1.8 litre,150hp,9.9 sec,5,4,Black,Ireland,3,280,Sep 2023,2023-03-01
https://www.donedeal.ie/cars-for-sale/ford-focus-2010/33457303,2023-02-28,3600,Ford,Focus,,,2010,340375.0,Diesel,Unknown,Hatchback,1.6 litre,,,5,---,Black,Ireland,6,190,Jul 2023,
https://www.donedeal.ie/cars-for-sale/mini-one/33457290,2023-02-28,1950,Mini,ONE,,,2007,170000.0,Petrol,Manual,Hatchback,1.4 litre,,,4,3,Red,Ireland,2,385,Oct 2021,2023-03-01
