Link,Date Uploaded,Price,Make,Model,Trim,Trim Level,Year,Mileage (km),Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,Date Sold
https://www.donedeal.ie/cars-for-sale/sline-audi/33329407,2023-03-05,1200,Audi,A4,,,2006,,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Silver,Ireland,4,---,Nov 2018,2023-03-12
https://www.donedeal.ie/cars-for-sale/2006-volkswagen-golf/33501401,2023-03-05,1000,Volkswagen,Golf,,,2006,220000.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Black,Ireland,4,385,Mar 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/kia-ceed-kia-ceed-kia-ceed-kia-ceed-kia-ceed-kia/33501194,2023-03-05,2950,Kia,Ceed,,,2008,300007.0,Diesel,Manual,Estate,1.6 litre,,,---,5,Black,Ireland,3,---,Feb 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2008-automatic/33501387,2023-03-05,3300,Toyota,Yaris,,,2008,168176.0,Diesel,Automatic,Hatchback,1.4 litre,,,5,5,Silver,Ireland,4,200,Dec 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/bmw-x5-bmw-x5-bmw-x5-bmw-x5-bmw-x5-bmw-x5-bmw-x5/33501193,2023-03-05,6950,BMW,X5,,,2005,270005.0,Diesel,Automatic,SUV,3.0 litre,,,---,5,Black,Ireland,3,---,Sep 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/volvo-s40-2010/33501381,2023-03-05,3400,Volvo,S40,,,2010,281634.0,Diesel,Unknown,Saloon,1.6 litre,,,5,4,Black,Ireland,5,190,Feb 2023,
https://www.donedeal.ie/cars-for-sale/peugeot-407-2009/33501361,2023-03-05,500,Peugeot,407,,,2009,,Diesel,Unknown,Saloon,1.6 litre,,,5,4,Silver,Ireland,3,270,Apr 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/2011-peugeot-expert/33501349,2023-03-05,6400,Peugeot,Expert,---,Base Trim,2011,158596.0,Diesel,Manual,MPV,1.6 litre,90hp,18.5 sec,7,5,Grey,Ireland,---,---,Nov 2023,2023-03-06
https://www.donedeal.ie/cars-for-sale/ford-mondeo-2-0tdci-zetec-5dr-2011/33039617,2023-03-05,4950,Ford,Mondeo,Style,Base Trim,2011,330000.0,Diesel,Manual,Hatchback,2.0 litre,116hp,11.2 sec,5,5,Blue,Ireland,2,280,May 2023,
https://www.donedeal.ie/cars-for-sale/nissan-micra-1-2-auto-3dr-2009/33285958,2023-03-05,4500,Nissan,Micra,,,2009,180000.0,Petrol,Automatic,Hatchback,1.2 litre,,,4,3,Red,Ireland,2,570,Feb 2023,
https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-0l-5dr-lady-owner-2011/32609903,2023-03-05,5950,Toyota,Yaris,Terra,Base Trim,2011,280000.0,Petrol,Manual,Hatchback,1.0 litre,69hp,15.7 sec,5,5,Silver,Ireland,2,200,Jun 2023,
https://www.donedeal.ie/cars-for-sale/hyundai-i20-petrol-5dr-new-nct-11-23-2009/32908209,2023-03-05,4500,Hyundai,i20,,,2009,250000.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Gold,Ireland,2,270,Nov 2023,
https://www.donedeal.ie/cars-for-sale/audi-a4-1-8-turdo/33386309,2023-03-05,4000,Audi,A4,,,2008,198300.0,Petrol,Manual,Saloon,1.8 litre,,,5,4,Blue,Ireland,2,570,May 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/mazda-3/33450330,2023-03-05,3800,Mazda,3,,,2010,330484.0,Diesel,Manual,Saloon,1.6 litre,,,5,4,Blue,Ireland,2,200,Sep 2023,
https://www.donedeal.ie/cars-for-sale/opel-vectra-c-2007-nct-05-24/33500105,2023-03-05,2300,Opel,Vectra,,,2007,250000.0,Petrol,Manual,Saloon,1.6 litre,,,5,4,Black,Ireland,4,514,May 2024,2023-03-16
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2004-new-1-yr-ncttax/33489051,2023-03-05,2750,Toyota,Yaris,,,2004,119000.0,Petrol,Unknown,Hatchback,1.0 litre,,,5,---,Blue,Ireland,5,---,Feb 2024,2023-03-06
https://www.donedeal.ie/cars-for-sale/bmw-f10-520d-automatic-m-sport-kitted/33504175,2023-03-05,6150,BMW,5-Series,,,2010,354.0,Diesel,Automatic,Saloon,2.0 litre,,,5,4,Black,Ireland,5,280,Feb 2021,2023-03-07
https://www.donedeal.ie/cars-for-sale/ford-focus-2008-for-sale-very-good-condition/33331920,2023-03-05,2950,Ford,Focus,,,2008,202233.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Silver,Ireland,1,---,May 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/renault-fluence-2011/33447088,2023-03-05,2500,Renault,Fluence,DYNAMIQUE,Medium Trim,2011,503398.0,Diesel,Automatic,Saloon,1.5 litre,110hp,11.9 sec,5,4,Silver,Ireland,---,200,Jun 2023,
https://www.donedeal.ie/cars-for-sale/opel-corsa-finance-35e-week-1-0-ecoflex-one-o/29345563,2023-03-05,6949,Opel,Corsa,---,---,2012,102436.0,Petrol,---,Hatchback,1.0 litre,---,---,---,3,White,Ireland,1,---,Aug 2023,
https://www.donedeal.ie/cars-for-sale/ford-focus-2010/33123661,2023-03-05,3450,Ford,Focus,,,2010,246779.0,Diesel,Manual,Saloon,1.6 litre,,,5,4,Silver,Ireland,2,200,Feb 2024,
https://www.donedeal.ie/cars-for-sale/2002-audi-a4/33504136,2023-03-05,1950,Audi,A4,,,2002,313821.0,Diesel,---,Estate,1.9 litre,,,5,---,Silver,Ireland,7,---,Jan 2023,
https://www.donedeal.ie/cars-for-sale/hyundai-i40-2012/33504119,2023-03-05,6500,Hyundai,i40,Comfort,Base Trim,2012,308993.0,Diesel,Manual,Estate,1.7 litre,116hp,12.9 sec,5,4,Silver,Ireland,1,200,Oct 2024,
https://www.donedeal.ie/cars-for-sale/2005-corolla-nct-5-23-need-gone-today/33484550,2023-03-05,1250,Toyota,Corolla,,,2005,351720.0,Petrol,Manual,Saloon,1.4 litre,,,5,4,Red,Ireland,6,385,May 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/land-rover-freelander/33504095,2023-03-05,6950,Land Rover,Freelander,S,Medium Trim,2011,310000.0,Diesel,Automatic,SUV,2.2 litre,150hp,11.2 sec,5,5,Grey,Ireland,2,750,May 2023,2023-03-06
https://www.donedeal.ie/cars-for-sale/2010-nissan-micra-1-2-new-nct-03-24/33199710,2023-03-05,3800,Nissan,Micra,,,2010,180.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Blue,Ireland,2,280,Mar 2022,2023-03-27
https://www.donedeal.ie/cars-for-sale/peugeot-207-2010/33181541,2023-03-05,2950,Peugeot,207,,,2010,212000.0,Diesel,Manual,Hatchback,1.4 litre,,,5,5,Grey,Ireland,3,200,Sep 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/opel-corsa-top-spec-1-2i-ecoflex-s-s-5dr-start-st/31249732,2023-03-05,6449,Opel,Corsa,SC,Medium Trim,2012,179013.0,Petrol,Manual,Hatchback,1.2 litre,85hp,14.5 sec,5,4,Brown,Ireland,1,---,Nov 2022,
https://www.donedeal.ie/cars-for-sale/2008-opel-corsa-1-2-petrol-new-nct-cheap-tax/33504079,2023-03-05,3250,Opel,Corsa,,,2008,191511.0,Petrol,Manual,Hatchback,1.2 litre,,,5,3,Silver,Ireland,5,280,Mar 2024,
https://www.donedeal.ie/cars-for-sale/hyundai-ix20-2011/33504074,2023-03-05,5250,Hyundai,ix20,---,Base Trim,2011,126000.0,Diesel,Manual,MPV,1.4 litre,90hp,14.5 sec,5,5,Silver,Ireland,3,200,Jan 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/bmw-320d/33504075,2023-03-05,1000,BMW,3-Series,,,2007,300000.0,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Silver,Ireland,4,---,Nov 2021,2023-03-06
https://www.donedeal.ie/cars-for-sale/volvo-v50-2010/33504054,2023-03-05,4950,Volvo,V50,,,2010,155126.0,Diesel,Unknown,Estate,2.0 litre,,,5,5,Silver,Ireland,1,390,Aug 2023,
https://www.donedeal.ie/cars-for-sale/skoda-octavia/33504058,2023-03-05,5000,Skoda,Octavia,Ambition,Medium Trim,2012,295.0,Diesel,Manual,Saloon,1.6 litre,105hp,11.8 sec,5,4,Black,Ireland,4,200,Dec 2023,2023-03-16
https://www.donedeal.ie/cars-for-sale/toyota-corolla-just-passed-test/33424930,2023-03-05,1950,Toyota,Corolla,,,2005,129000.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Grey,Ireland,1,385,Feb 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/toyota-corolla-2003/33274089,2023-03-05,1000,Toyota,Corolla,,,2003,217260.0,Petrol,Manual,Hatchback,1.6 litre,,,5,---,Silver,Ireland,2,514,Oct 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/citroen-c1-1-0l-petrol/33504047,2023-03-05,5200,Citroen,C1,VT,Base Trim,2013,107000.0,Petrol,Manual,Hatchback,1.0 litre,68hp,12.3 sec,4,2,Black,Ireland,4,180,Sep 2023,
https://www.donedeal.ie/cars-for-sale/ford-focus-zetec-s/33504037,2023-03-05,5500,Ford,Focus,ZETEC,Sports Trim,2013,314000.0,Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,5,Silver,Ireland,1,180,Sep 2023,2023-03-20
https://www.donedeal.ie/cars-for-sale/131-seat-ibiza-1-2-petrol-80k-miles/33504042,2023-03-05,6850,SEAT,Ibiza,STYLE,Luxury Trim,2013,130000.0,Petrol,Manual,MPV,1.2 litre,70hp,13.9 sec,5,2,Grey,Ireland,4,270,Mar 2023,2023-03-10
https://www.donedeal.ie/cars-for-sale/kia-ceed-2011/33504000,2023-03-05,5700,Kia,Ceed,TX,Base Trim,2011,210000.0,Diesel,Manual,Estate,1.6 litre,115hp,11.2 sec,5,5,Silver,Ireland,4,270,May 2023,
https://www.donedeal.ie/cars-for-sale/opel-insignia-top-specsri-160ps-5dr-one-owner-n/29345550,2023-03-05,2950,Opel,Insignia,,,2009,330008.0,Diesel,Manual,Hatchback,2.0 litre,,,---,5,Silver,Ireland,1,---,Mar 2022,
https://www.donedeal.ie/cars-for-sale/opel-astra-club-2010-1-7-diesel/33503981,2023-03-05,2700,Opel,Astra,,,2010,107000.0,Diesel,Manual,Saloon,1.7 litre,,,5,4,Silver,Ireland,2,280,Nov 2023,2023-03-06
https://www.donedeal.ie/cars-for-sale/renault-grand-megane-2012/33503986,2023-03-05,3250,Renault,Grand Megane,DYNAMIQUE,Medium Trim,2012,290000.0,Diesel,Manual,Estate,1.5 litre,90hp,12.9 sec,5,4,Grey,Ireland,2,190,Aug 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/car/33503976,2023-03-05,1700,SEAT,Leon,,,2008,,Diesel,Unknown,Hatchback,1.9 litre,,,5,---,Black,Ireland,2,280,Aug 2023,2023-03-06
https://www.donedeal.ie/cars-for-sale/2006-toyota-prius/33503974,2023-03-05,2850,Toyota,Prius,,,2006,268250.0,Petrol Hybrid,Automatic,Hatchback,1.5 litre,,,5,5,Silver,Ireland,3,413,Sep 2022,2023-03-16
https://www.donedeal.ie/cars-for-sale/car-for-sale/33388784,2023-03-05,2850,Toyota,Avensis,,,2008,306500.0,Petrol,Manual,Saloon,1.6 litre,,,5,4,Grey,Ireland,3,---,Mar 2023,
https://www.donedeal.ie/cars-for-sale/ford-focus-2012/33503945,2023-03-05,5000,Ford,Focus,EDGE,Medium Trim,2012,365146.0,Diesel,Manual,Hatchback,1.6 litre,95hp,12.5 sec,5,5,Black,Ireland,3,190,Nov 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/ford-c-max-7seater-is-siri-putting-the-wrong-reg/33503960,2023-03-05,1800,Audi,TT,,,2008,,Petrol,Manual,Coupe,2.0 litre,,,4,2,Silver,Ireland,6,---,Jan 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/fiat-500-2011/33503956,2023-03-05,4500,Fiat,500,Lounge,Luxury Trim,2011,,Petrol,Manual,Hatchback,1.2 litre,69hp,12.9 sec,4,3,Grey,Ireland,---,200,Feb 2023,
https://www.donedeal.ie/cars-for-sale/ford-ka-2011/33503944,2023-03-05,1500,Ford,KA,Zetec,Medium Trim,2011,0.0,Petrol,Manual,Hatchback,1.2 litre,70hp,13.1 sec,4,3,White,Ireland,6,200,Mar 2021,
https://www.donedeal.ie/cars-for-sale/quick-sale-bmw-320d-nct-10-23/30624390,2023-03-05,3200,BMW,3-Series,,,2008,248000.0,Diesel,Manual,Saloon,2.0 litre,,,5,4,Bronze,Ireland,9,270,Oct 2023,
https://www.donedeal.ie/cars-for-sale/08-renault-laguna/33273978,2023-03-05,2000,Renault,Laguna,,,2008,360000.0,Diesel,Manual,Hatchback,1.5 litre,,,5,5,Black,Ireland,3,270,Mar 2022,
https://www.donedeal.ie/cars-for-sale/volkwagan-passat-1-9tdi-new-nct-03-23/33503904,2023-03-05,2700,Volkswagen,Passat,,,2008,257494.0,Diesel,Unknown,Saloon,1.9 litre,,,5,---,Blue,Ireland,3,390,Mar 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/peugeot-3008-2011-new-timing-belt-fully-serviced/33480457,2023-03-05,4500,Peugeot,3008,SX,Medium Trim,2011,299981.0,Diesel,Manual,MPV,1.6 litre,111hp,12.2 sec,5,5,Grey,Ireland,2,280,Jun 2023,2023-03-22
https://www.donedeal.ie/cars-for-sale/fiat-sedici-4x4-08-nct-10-23-very-clean-mpv/33245994,2023-03-05,1995,Fiat,Sedici,,,2008,212432.0,Petrol,Manual,SUV,1.6 litre,,,5,4,Grey,Ireland,4,---,Oct 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/suzuki-jimny/33499549,2023-03-05,2500,Suzuki,Jimny,,,2000,,Petrol,Manual,SUV,1.3 litre,,,5,3,Blue,Ireland,4,358,May 2022,
https://www.donedeal.ie/cars-for-sale/bmw-x5-too-good-to-scrap-grab-a-bargain/33503886,2023-03-05,1500,BMW,X5,,,2003,286462.0,Petrol,Automatic,SUV,3.0 litre,,,5,5,Blue,United Kingdom,2,---,---,2023-03-06
https://www.donedeal.ie/cars-for-sale/x3-bmw/33503887,2023-03-05,2750,BMW,X3,,,2006,313821.0,Diesel,Manual,SUV,2.0 litre,,,5,5,Red,Ireland,8,710,Mar 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/honda-jazz-2002-1-4-petrol-5-seater-/33503883,2023-03-05,600,Honda,Jazz,,,2002,325279.0,Petrol,Manual,Hatchback,1.3 litre,,,5,5,Blue,Ireland,3,385,Dec 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2011/32591326,2023-03-05,7000,Volkswagen,Golf,HIGHLINE,Luxury Trim,2011,307383.0,Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,3,Red,Ireland,4,200,Jul 2023,
https://www.donedeal.ie/cars-for-sale/2013-opel-insignia/33503858,2023-03-05,3400,Opel,Insignia,SE,Medium Trim,2013,323.0,Diesel,Manual,MPV,2.0 litre,130hp,11.3 sec,5,4,Blue,Ireland,3,200,Nov 2023,
https://www.donedeal.ie/cars-for-sale/mini-one-1-6-d-2012/33503850,2023-03-05,7000,Mini,ONE,---,---,2012,101713.0,Diesel,Unknown,Hatchback,1.6 litre,---,---,4,3,Red,Ireland,1,180,Mar 2024,2023-03-26
https://www.donedeal.ie/cars-for-sale/citron-c1-2008/33503816,2023-03-05,1450,Citroen,C1,,,2008,135300.0,Petrol,Manual,Hatchback,1.0 litre,,,4,3,Black,Ireland,3,190,Mar 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/vauxhall-astra-2010/33331591,2023-03-05,2250,Vauxhall,Astra,,,2010,,Diesel,Unknown,Hatchback,1.7 litre,,,5,---,Silver,Ireland,3,200,Dec 2020,2023-03-19
https://www.donedeal.ie/cars-for-sale/toyota-avensis-1-6/33388637,2023-03-05,1250,Toyota,Avensis,,,2006,147000.0,Petrol,Manual,Saloon,1.6 litre,,,5,4,Bronze,Ireland,3,514,Mar 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/2011-toyota-rav-4/33503832,2023-03-05,6200,Toyota,RAV4,Sol,Medium Trim,2011,158000.0,Diesel,Manual,SUV,2.2 litre,150hp,10.0 sec,5,5,Grey,Ireland,4,570,Mar 2024,2023-03-05
https://www.donedeal.ie/cars-for-sale/peugeot-207-new-nct-full-service-just-done/33503826,2023-03-05,3999,Peugeot,207,,,2010,131000.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Red,Ireland,2,390,Apr 2024,2023-03-12
https://www.donedeal.ie/cars-for-sale/1-4-hatchback-2008-nct03-24-tax07-23-low-mileage/33503823,2023-03-05,2295,Ford,Focus,,,2008,201167.0,Petrol,Manual,Hatchback,1.4 litre,,,5,5,Blue,Ireland,1,---,Mar 2024,2023-03-07
https://www.donedeal.ie/cars-for-sale/skoda-fabia-2011/33273867,2023-03-05,4499,Skoda,Fabia,AMBIENTE,Medium Trim,2011,182000.0,Petrol,Manual,Hatchback,1.2 litre,60hp,16.5 sec,5,5,Blue,Ireland,2,280,Mar 2023,2023-03-13
https://www.donedeal.ie/cars-for-sale/mazda-6-sport-2-2-182bhp/33503791,2023-03-05,3400,Mazda,6,SPORT,Sports Trim,2011,390104.0,Diesel,Manual,Hatchback,2.2 litre,129hp,10.9 sec,5,5,Blue,Ireland,1,280,Oct 2023,2023-03-10
https://www.donedeal.ie/cars-for-sale/2010-mitsubishi-colt/33503788,2023-03-05,3200,Mitsubishi,Colt,,,2010,163000.0,Petrol,Manual,MPV,1.1 litre,,,5,5,Black,Ireland,2,280,Feb 2024,2023-03-07
https://www.donedeal.ie/cars-for-sale/ford-focus-automatic-2007/33503787,2023-03-05,3000,Ford,Focus,,,2007,135000.0,Petrol,Automatic,Hatchback,1.6 litre,,,5,5,Blue,Ireland,3,514,Sep 2022,2023-03-12
https://www.donedeal.ie/cars-for-sale/2007-black-audi-tt-quattro-v6-3-2fsi-convertible/33503772,2023-03-05,4750,Audi,TT,,,2007,94838.0,Petrol,Automatic,Coupe,3.2 litre,,,2,2,Black,United Kingdom,7,---,---,2023-03-13
https://www.donedeal.ie/cars-for-sale/vw-polo-1-2-petrol/33503767,2023-03-05,5450,Volkswagen,Polo,,,2010,264000.0,Petrol,Manual,Hatchback,1.2 litre,,,5,5,Black,Ireland,3,270,Jan 2024,2023-03-06
https://www.donedeal.ie/cars-for-sale/2009-peugeot-308-1-6hdi-new-nct-and-tax/33503775,2023-03-05,1500,Peugeot,308,,,2009,297084.0,Diesel,---,Hatchback,1.6 litre,,,5,5,Grey,Ireland,5,200,Nov 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/car/33503754,2023-03-05,1250,Volkswagen,Passat,,,2008,200805.0,Diesel,Manual,Saloon,2.0 litre,,,5,4,Blue,Ireland,1,390,Dec 2022,2023-03-05
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-match/33389989,2023-03-05,5999,Volkswagen,Golf,MATCH,---,2011,284370.0,Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,White,Ireland,1,190,Nov 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/2012-volkswagen-golf-1-6-tdi-105-bhp/33503744,2023-03-05,7000,Volkswagen,Golf,BLUEMOTION,Base Trim,2012,289681.0,Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Grey,Ireland,1,180,Jan 2024,
https://www.donedeal.ie/cars-for-sale/toyota-corolla-2009/33503736,2023-03-05,3200,Toyota,Corolla,,,2009,,Diesel,Manual,Saloon,1.4 litre,,,5,4,Blue,Ireland,4,270,Mar 2023,2023-03-06
https://www.donedeal.ie/cars-for-sale/saab-9-3-2007/32616652,2023-03-05,5999,Saab,9-3,,,2007,201.0,Diesel,Automatic,Convertible,1.9 litre,,,4,2,Silver,Ireland,1,---,Jan 2023,
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-2009-2l-diesel/33254974,2023-03-05,2250,Volkswagen,Passat,,,2009,390000.0,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Black,Ireland,5,390,May 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/dacia-sandero-stepway/32374160,2023-03-05,6250,Dacia,Sandero,STEPWAY ALTERNATIVE,Base Trim,2014,233354.0,Diesel,Manual,Hatchback,1.5 litre,90hp,11.8 sec,5,5,Red,Ireland,2,190,Feb 2022,
https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-4-tdi/33503694,2023-03-05,1500,Volkswagen,Polo,,,2003,305774.0,Diesel,Unknown,Hatchback,1.4 litre,,,5,---,Silver,Ireland,3,---,Aug 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/vw-passat-high-line/33503687,2023-03-05,2750,Volkswagen,Passat,,,2009,190751.0,Diesel,Unknown,Saloon,2.0 litre,,,5,---,Grey,Ireland,2,390,Jan 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2011/33388481,2023-03-05,5250,Volkswagen,Golf,TRENDLINE,Base Trim,2011,249447.0,Diesel,Manual,Hatchback,1.6 litre,90hp,12.9 sec,5,5,Black,Ireland,---,200,Dec 2022,
https://www.donedeal.ie/cars-for-sale/2010-renault-clio-needs-work/33503666,2023-03-05,2500,Renault,Clio,,,2010,103469.0,Ethanol Petrol,Manual,Hatchback,1.1 litre,,,5,3,Black,Ireland,2,280,Jan 2023,2023-03-05
https://www.donedeal.ie/cars-for-sale/toyota-avensis-gs-d-4d/33503525,2023-03-05,1250,Toyota,Avensis,,,2001,266828.0,Diesel,Unknown,Hatchback,2.0 litre,,,5,---,Silver,Ireland,---,---,Mar 2023,2023-03-23
https://www.donedeal.ie/cars-for-sale/saab-93-tid-vector-sport/33388414,2023-03-05,2150,Saab,9-3,,,2008,383463.0,Diesel,Unknown,Saloon,1.9 litre,,,4,---,Grey,Ireland,6,570,Oct 2022,
https://www.donedeal.ie/cars-for-sale/volvo-xc90-2005/33503625,2023-03-05,2500,Volvo,XC90,,,2005,360000.0,Diesel,Automatic,SUV,2.4 litre,,,7,5,Blue,Ireland,---,1080,Jan 2022,
https://www.donedeal.ie/cars-for-sale/suzuki-swift-2006/33503418,2023-03-05,2500,Suzuki,Swift,,,2006,145445.0,Petrol,Manual,Hatchback,1.3 litre,,,5,5,Silver,Ireland,4,385,Feb 2024,2023-03-27
https://www.donedeal.ie/cars-for-sale/2002-mercedes-clk-auto-nct-2-24-tax-4-23/33503577,2023-03-05,1350,Mercedes-Benz,CLK-Class,,,2002,257494.0,Petrol,Automatic,Coupe,2.0 litre,,,5,2,Blue,Ireland,6,710,Feb 2024,2023-03-09
https://www.donedeal.ie/cars-for-sale/2009-volkswagen-golf-new-nct-tax/33390530,2023-03-05,3900,Volkswagen,Golf,,,2009,305774.0,Diesel,Manual,Hatchback,2.0 litre,,,5,5,Blue,Ireland,8,200,Mar 2023,2023-03-12
https://www.donedeal.ie/cars-for-sale/car/33503438,2023-03-05,2000,Volkswagen,Passat,,,2003,313821.0,Diesel,Manual,Saloon,1.9 litre,,,5,4,Blue,Ireland,1,673,Feb 2024,2023-03-13
https://www.donedeal.ie/cars-for-sale/audi-a6/33503547,2023-03-05,4250,Audi,A6,,,2009,431303.0,Diesel,---,Saloon,2.0 litre,,,5,4,Silver,Ireland,1,280,Jul 2023,2023-03-19
https://www.donedeal.ie/cars-for-sale/mitsubishi-outlander-2008/33503529,2023-03-05,4200,Mitsubishi,Outlander,,,2008,212438.0,Diesel,Manual,SUV,2.0 litre,,,2,5,Silver,Ireland,2,---,---,
https://www.donedeal.ie/cars-for-sale/toyota-corolla-2006/33503538,2023-03-05,3000,Toyota,Corolla,,,2006,296118.0,Diesel,Unknown,Hatchback,1.4 litre,,,5,---,Grey,Ireland,1,---,Feb 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/toyota-avensis-1-8-liter-petrol/33503520,2023-03-05,2500,Toyota,Avensis,,,2007,183000.0,Petrol,Manual,Saloon,1.8 litre,,,5,4,Green,Ireland,4,600,---,2023-03-12
https://www.donedeal.ie/cars-for-sale/honda-civic-1-3-petrol-for-quick-sale/33503518,2023-03-05,2150,Honda,Civic,,,2007,194000.0,Petrol,Manual,Hatchback,1.3 litre,,,5,5,Red,Ireland,2,385,Nov 2023,
https://www.donedeal.ie/cars-for-sale/bmw-5-series-2008/33446403,2023-03-05,4450,BMW,5-Series,,,2008,240000.0,Diesel,Manual,Saloon,2.0 litre,,,5,4,Bronze,Ireland,2,280,Oct 2023,
https://www.donedeal.ie/cars-for-sale/opel-insignia-2013/33503470,2023-03-05,3800,Opel,Insignia,SE,Medium Trim,2013,243991.0,Diesel,Manual,MPV,2.0 litre,130hp,11.3 sec,5,4,Red,Ireland,3,200,Dec 2023,2023-03-23
https://www.donedeal.ie/cars-for-sale/citroen-c4-grand-picasso-2010/33331179,2023-03-05,2950,Citroen,C4,,,2010,249447.0,Diesel,Manual,Hatchback,1.6 litre,,,7,5,Silver,Ireland,5,280,Feb 2024,2023-03-06
https://www.donedeal.ie/cars-for-sale/nissan-qashqai-2011/33446384,2023-03-05,4000,Nissan,Qashqai,XE,Base Trim,2011,300000.0,Diesel,Manual,Hatchback,1.5 litre,106hp,12.2 sec,5,5,Grey,Ireland,5,280,Aug 2023,2023-03-13
https://www.donedeal.ie/cars-for-sale/toyota-yaris-2009/33335963,2023-03-05,3800,Toyota,Yaris,,,2009,232910.0,Petrol,Manual,Hatchback,1.0 litre,,,5,5,Grey,Ireland,3,200,May 2024,2023-03-09
https://www.donedeal.ie/cars-for-sale/volkswagen-eos-2007/33273605,2023-03-05,1800,Volkswagen,EOS,,,2007,,Petrol,Manual,Convertible,1.6 litre,,,4,2,Grey,Ireland,5,514,Jan 2023,2023-03-26
https://www.donedeal.ie/cars-for-sale/ford-focus-2008/33503443,2023-03-05,1100,Ford,Focus,,,2008,,Diesel,Manual,Saloon,1.6 litre,,,5,4,Grey,Ireland,3,200,Jun 2022,
https://www.donedeal.ie/cars-for-sale/volkswagen-passat-1-9tdi/33503475,2023-03-05,1650,Volkswagen,Passat,,,2006,402335.0,Diesel,Manual,Saloon,1.9 litre,,,5,4,Black,Ireland,4,673,Nov 2023,2023-03-26
https://www.donedeal.ie/cars-for-sale/toyota-corolla-1-4-diesel/33273592,2023-03-05,4500,Toyota,Corolla,Terra,Base Trim,2011,292899.0,Diesel,Manual,Saloon,1.4 litre,90hp,11.9 sec,5,4,Grey,Ireland,3,270,Jul 2023,2023-03-07
https://www.donedeal.ie/cars-for-sale/renault-clio-newnct/33331177,2023-03-05,4150,Renault,Clio,,,2010,160000.0,Ethanol Petrol,Manual,Hatchback,1.1 litre,,,5,3,Red,Ireland,5,280,Dec 2023,2023-03-09
https://www.donedeal.ie/cars-for-sale/mazda-6-new-nct/33503452,2023-03-05,2650,Mazda,6,,,2008,299000.0,Petrol,Manual,Saloon,1.8 litre,,,5,4,Blue,Ireland,3,570,Mar 2022,2023-03-07
https://www.donedeal.ie/cars-for-sale/2011-renault-fluence-1-5-dci-new-nct/33316770,2023-03-05,3950,Renault,Fluence,DYNAMIQUE,Medium Trim,2011,177632.0,Diesel,Manual,Saloon,1.5 litre,90hp,13.0 sec,5,4,Gold,Ireland,2,200,Aug 2022,
https://www.donedeal.ie/cars-for-sale/opel-zafira-new-nct-02-24-7-seats/33503198,2023-03-05,950,Opel,Zafira,,,2005,260713.0,Petrol,Manual,MPV,1.6 litre,,,7,5,Silver,Ireland,9,514,Feb 2024,2023-03-05
